AntibodyLabel	Source	NodeName	Gene_Symbol	Sites	Effect
MAPK_pT202_Y204.R.V_GBL9026233	MDACC	ERKpT202	MAPK1	T185 T202	a
MAPK_pT202_Y204.R.V_GBL9026233	MDACC	ERKpT202	MAPK3	Y187 Y204	a
ER_pS118_RS00275852	MDACC	ERpS118	ESR1	S118	a
Ets.1.R.V_GBL1033886	MDACC	Ets1	ETS1	NA	c
Ets.1.R.V_GBL1113346	MDACC	Ets1	ETS1	NA	c
Ets.1.R.V_GBL1115218	MDACC	Ets1	ETS1	NA	c
ETV6_RS00267482 (V WEAK)	MDACC	ETV6	ETV6	NA	c
ETV6_RS00276597 (1_500)	MDACC	ETV6	ETV6	NA	c
FAK.R.C_GBL9026218	MDACC	FAK	PTK2	NA	c
FAK_RS00273570	MDACC	FAK	PTK2	NA	c
FAK_RS00275864	MDACC	FAK	PTK2	NA	c
FAK.R.C_GBL1114935	MDACC	FAK	PTK2	NA	c
FAK.R.E_GBL1033864	MDACC	FAK	PTK2	NA	c
FAK.R.E_GBL1113325	MDACC	FAK	PTK2	NA	c
FAK.R.C_GBL.9013851	MDACC	FAK	PTK2	NA	c
FAK_pY397.R.V_GBL1033863	MDACC	FAKpY397	PTK2	Y397	a
FAK_pY397.R.V_GBL1113324	MDACC	FAKpY397	PTK2	Y397	a
FAK_pY397.wR.V_GBL1115130	MDACC	FAKpY397	PTK2	Y397	a
FAK_pY397(mouse)_GBL9008388	MDACC	FAKpY397	PTK2	Y397	a
FAK_pY925_GBL9008356	MDACC	FAKpY925	PTK2	Y925	a
FASN.R.V_GBL1033852	MDACC	FASN	FASN	NA	c
FASN.R.V_GBL1113313	MDACC	FASN	FASN	NA	c
FASN.R.V_GBL1114968	MDACC	FASN	FASN	NA	c
FASN(mouse)_GBL9008540	MDACC	FASN	FASN	NA	c
Fibronectin.R.C_GBL9026216	MDACC	Fibronectin	FN1	NA	c
Fibronectin_RS00267483	MDACC	Fibronectin	FN1	NA	c
Fibronectin.R.V_GBL1033958	MDACC	Fibronectin	FN1	NA	c
Fibronectin.R.V_GBL1113188	MDACC	Fibronectin	FN1	NA	c
Fibronectin.R.V_GBL1115185	MDACC	Fibronectin	FN1	NA	c
Fibronectin.R.C_GBL.9013852	MDACC	Fibronectin	FN1	NA	c
Fibronectin(C)_GBL9008346	MDACC	Fibronectin	FN1	NA	c
FKHRL(FOXO3)_RS00275791	MDACC	FKHRL	FOXO1	NA	c
Fortilin(V)_GBL9008377	MDACC	Fortilin	TPT1	NA	c
FoxM1.R.V_GBL1033839	MDACC	FoxM1	FOXM1	NA	c
FoxM1.R.V_GBL1113290	MDACC	FoxM1	FOXM1	NA	c
FoxM1.wR.V_GBL1115127	MDACC	FoxM1	FOXM1	NA	c
FOXO3_RS00267496	MDACC	FOXO3	FOXO3	NA	c
FOXO3_RS00273767	MDACC	FOXO3	FOXO3	NA	c
FOXO3a.R.C_GBL9026219	MDACC	FOXO3a	FOXO3	NA	c
FoxO3a.R.C_GBL1033838	MDACC	FoxO3a	FOXO3	NA	c
FoxO3a.R.C_GBL1113409	MDACC	FoxO3a	FOXO3	NA	c
FoxO3a.wR.C_GBL1115179	MDACC	FoxO3a	FOXO3	NA	c
FOXO3a.R.C_GBL.9013853	MDACC	FOXO3a	FOXO3	NA	c
FOXO3a(C)_GBL9007934	MDACC	FOXO3a	FOXO3	NA	c
FOXO3a(C)_GBL9008372	MDACC	FOXO3a	FOXO3	NA	c
FOXO3a_pS318_S321.R.C_GBL9026220	MDACC	FOXO3apS318	FOXO3	S318|S321	a
FOXO3.a_pS318_RS00275865	MDACC	FOXO3apS318	FOXO3	S318	a
FOXO3a_pS318_RS00273493	MDACC	FOXO3apS318	FOXO3	S318	a
FOXO3a_pS318(C)_GBL9007915	MDACC	FOXO3apS318	FOXO3	S318	a
FoxO3a_pS318_S321.R.C_GBL1033796	MDACC	FoxO3apS318S321	FOXO3	S318|S321	a
FoxO3a_pS318_S321.R.C_GBL1113189	MDACC	FoxO3apS318S321	FOXO3	S318|S321	a
FoxO3a_pS318_S321.wR.C_GBL1115103	MDACC	FoxO3apS318S321	FOXO3	S318|S321	a
FOXO3A_pS318_S321.R.C_GBL.9013854	MDACC	FOXO3ApS318S321	FOXO3	S318|S321	a
FRA.1.R.C_GBL1115026	MDACC	FRA1	FOSL1	NA	c
G6PD.M.V_GBL1033940	MDACC	G6PD	G6PD	NA	c
G6PD.M.V_GBL1113395	MDACC	G6PD	G6PD	NA	c
G6PD.M.V_GBL1115081	MDACC	G6PD	G6PD	NA	c
Gab2_GBL9008380	MDACC	Gab2	GAB2	NA	c
Gab2.R.V_GBL1033786	MDACC	Gab2	GAB2	NA	c
Gab2.R.V_GBL1113263	MDACC	Gab2	GAB2	NA	c
Gab2.R.V_GBL1114933	MDACC	Gab2	GAB2	NA	c
GAB2.R.V_GBL.9013855	MDACC	GAB2	GAB2	NA	c
Gab2_pY452_GBL9008391	MDACC	Gab2pY452	GAB2	Y452	a
GAPDH	MSKCC	GAPDH	GAPDH	NA	c
GAPDH.M.C_GBL1033890	MDACC	GAPDH	GAPDH	NA	c
GAPDH.M.C_GBL1113350	MDACC	GAPDH	GAPDH	NA	c
GAPDH.M.C_GBL1115032	MDACC	GAPDH	GAPDH	NA	c
GATA3.M.V_GBL9026310	MDACC	GATA3	GATA3	NA	c
GATA3_RS00273422 (MOUSE)	MDACC	GATA3	GATA3	NA	c
GATA3_RS00276387 (mouse) (BD558686)	MDACC	GATA3	GATA3	NA	c
GATA3.M.V_GBL1033951	MDACC	GATA3	GATA3	NA	c
GATA3.M.V_GBL1113386	MDACC	GATA3	GATA3	NA	c
GATA3.M.V_GBL1115073	MDACC	GATA3	GATA3	NA	c
GATA3.M.V_GBL.9012887	MDACC	GATA3	GATA3	NA	c
GATA3(mouse)_GBL9008317	MDACC	GATA3	GATA3	NA	c
GATA3(mouse)(V)_GBL9007886	MDACC	GATA3	GATA3	NA	c
GCN5L2.R.V_GBL1033871	MDACC	GCN5L2	KAT2A	NA	c
GCN5L2.R.V_GBL1113332	MDACC	GCN5L2	KAT2A	NA	c
GCN5L2.R.V_GBL1114988	MDACC	GCN5L2	KAT2A	NA	c
Glutaminase.R.C_GBL1115010	MDACC	Glutaminase	GLS 	NA	c
GPBB.R.V_GBL1033868	MDACC	GPBB	PYGB	NA	c
GPBB.R.V_GBL1113329	MDACC	GPBB	PYGB	NA	c
GPBB.R.V_GBL1114986	MDACC	GPBB	PYGB	NA	c
GSK3.alpha.beta.M.V_GBL9026312	MDACC	GSK3	GSK3A	NA	c
GSK3.alpha.beta.M.V_GBL9026312	MDACC	GSK3	GSK3B	NA	c
GSK3_RS00273418 (mouse)	MDACC	GSK3	GSK3A	NA	c
GSK3_RS00273418 (mouse)	MDACC	GSK3	GSK3B	NA	c
GSK.3.alpha/beta (phospho.Ser21/Ser9)	MSKCC	GSK3a/b_pS21	GSK3B	S9	i
GSK.3.alpha/beta (phospho.Ser21/Ser9)|GSK3a.pS21/GSK3b.pS9	MSKCC	GSK3a/b_pS9	GSK3A	S21	i
GSK.3a.b.M.V_GBL1115072	MDACC	GSK3ab	GSK3A	NA	c
GSK.3ab.M.V_GBL1033941	MDACC	GSK3ab	GSK3A	NA	c
GSK.3ab.M.V_GBL1113385	MDACC	GSK3ab	GSK3A	NA	c
GSK3a_b_RS00276606 (mouse)	MDACC	GSK3ab	GSK3A	NA	c
GSK3a_b(mouse)(V)_GBL9007875	MDACC	GSK3ab	GSK3A	NA	c
GSK3a_b_pS21(V)_GBL9007935	MDACC	GSK3abpS21	GSK3A	S21	i
GSK3a_b_pS21(V)_GBL9008373	MDACC	GSK3abpS21	GSK3A	S21	i
GSK.3a.b_pS21_S9.R.V_GBL1114879	MDACC	GSK3abpS21S9	GSK3A	S21|S9	i
GSK.3ab_pS21_S9.R.V_GBL1033797	MDACC	GSK3abpS21S9	GSK3A	S21|S9	i
GSK.3ab_pS21_S9.R.V_GBL1113190	MDACC	GSK3abpS21S9	GSK3A	S21|S9	i
GSK3a_b_pT21_Rs00275815	MDACC	GSK3abpT21	GSK3A	T21	i
GSK.3a.b.M.V_GBL1115072	MDACC	GSK3ab	GSK3B	NA	c
GSK.3ab.M.V_GBL1033941	MDACC	GSK3ab	GSK3B	NA	c
GSK.3ab.M.V_GBL1113385	MDACC	GSK3ab	GSK3B	NA	c
GSK3a_b_RS00276606 (mouse)	MDACC	GSK3ab	GSK3B	NA	c
GSK3a_b(mouse)(V)_GBL9007875	MDACC	GSK3ab	GSK3B	NA	c
GSK3a_b_pS21(V)_GBL9007935	MDACC	GSK3abpS21	GSK3B	S21	i
GSK3a_b_pS21(V)_GBL9008373	MDACC	GSK3abpS21	GSK3B	S21	i
GSK.3a.b_pS21_S9.R.V_GBL1114879	MDACC	GSK3abpS21S9	GSK3B	S21|S9	i
GSK.3ab_pS21_S9.R.V_GBL1033797	MDACC	GSK3abpS21S9	GSK3B	S21|S9	i
GSK.3ab_pS21_S9.R.V_GBL1113190	MDACC	GSK3abpS21S9	GSK3B	S21|S9	i
GSK3a_b_pT21_Rs00275815	MDACC	GSK3abpT21	GSK3B	T21	i
GSK3.alpha.beta.M.V_GBL.9012888	MDACC	GSK3alphabeta	GSK3A	NA	c
GSK3alpha.beta_pS21_S9.R.V_GBL.9013856	MDACC	GSK3alphabetapS21S9	GSK3A	S21|S9	i
GSK.3b_pS9.R.V_GBL1033831	MDACC	GSK3bpS9	GSK3B	S9	i
GSK3.alpha.beta.M.V_GBL.9012888	MDACC	GSK3alphabeta	GSK3B	NA	c
GSK3alpha.beta_pS21_S9.R.V_GBL.9013856	MDACC	GSK3alphabetapS21S9	GSK3B	S21|S9	i
GSK.3b_pS9.R.V_GBL1113282	MDACC	GSK3bpS9	GSK3B	S9	i
GSK.3b_pS9.R.V_GBL1114952	MDACC	GSK3bpS9	GSK3B	S9	i
GSK3.alpha.beta_pS21_S9.R.V_GBL9026222	MDACC	GSK3pS21	GSK3A	S21	i
GSK3.alpha.beta_pS21_S9.R.V_GBL9026222	MDACC	GSK3pS21	GSK3B	S9	i
GSK3_pS21_9_RS00269152	MDACC	GSK3pS219	GSK3A	S21|9	i
GSK3_pS21_9_RS00269152	MDACC	GSK3pS219	GSK3B	S21|9	i
GSK3_pS9.R.V_GBL9026221	MDACC	GSK3pS9	GSK3B	S9	i
Gys.R.V_GBL1033818	MDACC	Gys	GYS1	NA	c
Gys.R.V_GBL1113269	MDACC	Gys	GYS1	NA	c
Gys.R.V_GBL1114942	MDACC	Gys	GYS1	NA	c
Gys_pS641.R.V_GBL1033819	MDACC	GyspS641	GYS1	S641	i
Gys_pS641.R.V_GBL1113270	MDACC	GyspS641	GYS1	S641	i
Gys_pS641.R.V_GBL1114943	MDACC	GyspS641	GYS1	S641	i
Gys.R.V_GBL1033818	MDACC	Gys	GYS2	NA	c
Gys.R.V_GBL1113269	MDACC	Gys	GYS2	NA	c
Gys.R.V_GBL1114942	MDACC	Gys	GYS2	NA	c
Gys_pS641.R.V_GBL1033819	MDACC	GyspS641	GYS2	S641	i
Gys_pS641.R.V_GBL1113270	MDACC	GyspS641	GYS2	S641	i
Gys_pS641.R.V_GBL1114943	MDACC	GyspS641	GYS2	S641	i
H2AX_pS139.R.V_GBL1115231	MDACC	H2AXpS139	H2AFX	S139	a
H2AX_pS140.M.C_GBL1115067	MDACC	H2AXpS140	H2AFX	S140	a
HER2.M.V_GBL9026313	MDACC	HER2	ERBB2	NA	c
HER2_GBL9008516	MDACC	HER2	ERBB2	NA	c
HER2_RS00267492	MDACC	HER2	ERBB2	NA	c
HER2_RS00276026	MDACC	HER2	ERBB2	NA	c
HER2.M.V_GBL1033942	MDACC	HER2	ERBB2	NA	c
HER2.M.V_GBL1113390	MDACC	HER2	ERBB2	NA	c
HER2.M.V_GBL1115077	MDACC	HER2	ERBB2	NA	c
HER2.M.V_GBL.9012889	MDACC	HER2	ERBB2	NA	c
HER2.M.V_GBL.9013857	MDACC	HER2	ERBB2	NA	c
HER2(C)_GBL9007936	MDACC	HER2	ERBB2	NA	c
HER2.pY1248	MSKCC	HER2_pY1248	ERBB2	Y1248	a
HER2_pY1248.R.V_GBL9026223	MDACC	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248_GBL9008324	MDACC	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248_RS00273507	MDACC	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248_RS00275854 (better)	MDACC	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248.R.C_GBL1033827	MDACC	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248.R.C_GBL1113278	MDACC	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248.R.C_GBL1114949	MDACC	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248(V)_GBL9008532	MDACC	HER2pY1248	ERBB2	Y1248	a
HER3.R.V_GBL9026224	MDACC	HER3	ERBB3	NA	c
HER3.R.V_GBL1033884	MDACC	HER3	ERBB3	NA	c
HER3.R.V_GBL1113344	MDACC	HER3	ERBB3	NA	c
HER3.R.V_GBL1115024	MDACC	HER3	ERBB3	NA	c
HER3.R.V_GBL.9012902	MDACC	HER3	ERBB3	NA	c
HER3.R.V_GBL.9013859	MDACC	HER3	ERBB3	NA	c
HER3.pY1289	MSKCC	HER3_pY1289	ERBB3	Y1289	a
HER3_pY1289.R.C_GBL1033736	MDACC	HER3pY1289	ERBB3	Y1289	a
HER3_pY1289.R.C_GBL1113227	MDACC	HER3pY1289	ERBB3	Y1289	a
HER3_pY1289.R.C_GBL1114913	MDACC	HER3pY1289	ERBB3	Y1289	a
HER3_pY1298.R.C_GBL9026225	MDACC	HER3pY1298	ERBB3	Y1298|Y1289	a
HER3_pY1298.R.C_GBL.9013860	MDACC	HER3pY1298	ERBB3	Y1298	a
Heregulin.R.V_GBL1033776	MDACC	Heregulin	NRG1	NA	c
Heregulin.R.V_GBL1113253	MDACC	Heregulin	NRG1	NA	c
Heregulin.wR.V_GBL1115114	MDACC	Heregulin	NRG1	NA	c
Hexokinase.II.R.V_GBL1115223	MDACC	HexokinaseII	HK2 	NA	c
HIAP.R.C_GBL1033783	MDACC	HIAP	BIRC3	NA	c
HIAP.R.C_GBL1113260	MDACC	HIAP	BIRC3	NA	c
HIAP.R.C_GBL1114930	MDACC	HIAP	BIRC3	NA	c
HIAP.R.C_GBL1033783	MDACC	HIAP	BIRC2	NA	c
HIAP.R.C_GBL1113260	MDACC	HIAP	BIRC2	NA	c
HIAP.R.C_GBL1114930	MDACC	HIAP	BIRC2	NA	c
HIAP.R.C_GBL1033783	MDACC	HIAP	XIAP	NA	c
HIAP.R.C_GBL1113260	MDACC	HIAP	XIAP	NA	c
HIAP.R.C_GBL1114930	MDACC	HIAP	XIAP	NA	c
Hif.1.alpha.M.C_GBL1115174	MDACC	Hif1alpha	HIF1A	NA	c
Histone H3_pS10_GBL9008569	MDACC	Histone H3pS10	H3F3A	S10	a
Histone.H3.R.V_GBL1033869	MDACC	HistoneH3	H3F3A	NA	c
Histone.H3.R.V_GBL1113412	MDACC	HistoneH3	H3F3A	NA	c
Histone.H3.R.V_GBL1115242	MDACC	HistoneH3	H3F3A	NA	c
Histone H3_pS10_GBL9008569	MDACC	Histone H3pS10	H3F3B	S10	a
Histone.H3.R.V_GBL1033869	MDACC	HistoneH3	H3F3B	NA	c
Histone.H3.R.V_GBL1113412	MDACC	HistoneH3	H3F3B	NA	c
Histone.H3.R.V_GBL1115242	MDACC	HistoneH3	H3F3B	NA	c
HLA.E(mouse)(V)_GBL9007879	MDACC	HLAE	HLA.E 	NA	c
HSP27_RS00273423 (MOUSE)	MDACC	HSP27	HSPB1	NA	c
HSP27_RS00276610 (mouse)	MDACC	HSP27	HSPB1	NA	c
HSP27.M.C_GBL1115033	MDACC	HSP27	HSPB1	NA	c
HSP27(mouse)(C )_GBL9008533	MDACC	HSP27	HSPB1	NA	c
HSP27(mouse)(C)_GBL9007883	MDACC	HSP27	HSPB1	NA	c
HSP27_pS82.R.V_GBL1115219	MDACC	HSP27pS82	HSPB1	S82	a
HSP27_RS00273423 (MOUSE)	MDACC	HSP27	HSPB2	NA	c
HSP27_RS00276610 (mouse)	MDACC	HSP27	HSPB2	NA	c
HSP27.M.C_GBL1115033	MDACC	HSP27	HSPB2	NA	c
HSP27(mouse)(C )_GBL9008533	MDACC	HSP27	HSPB2	NA	c
HSP27(mouse)(C)_GBL9007883	MDACC	HSP27	HSPB2	NA	c
HSP27_pS82.R.V_GBL1115219	MDACC	HSP27pS82	HSPB2	S82	a
HSP70.R.C_GBL1115239	MDACC	HSP70	HSPA1A	NA	c
HSP70(C )_GBL9008534	MDACC	HSP70	HSPA1A	NA	c
IGF.1R	MSKCC	IGF1R	IGF1R	NA	c
IGF1Rb	MSKCC	IGF1Rb	IGF1R	NA	c
IGF.1R.beta.R.C_GBL9026226	MDACC	IGF1Rb	IGF1R	NA	c
IGF1R.b.R.V_GBL1114980	MDACC	IGF1Rb	IGF1R	NA	c
IGF1Rb(V)_GBL9007939	MDACC	IGF1Rb	IGF1R	NA	c
IGF.1R.beta/Insulin Receptor beta (phospho.Tyr1135,Tyr1136/Tyr1150,Tyr1151)	MSKCC	IGF1Rb_pY1135_Y1136_Y1150_Y1151	IGF1R	Y1135|Y1136|Y1150|Y1151	a
IGF.1R (phospho.Tyr1162,Tyr1163)	MSKCC	IGF1Rb_pY1162_pY1163	IGF1R	Y1162|Y1163	a
IGF.1R.beta.R.C_GBL.9013861	MDACC	IGF1Rbeta	IGF1R	NA	c
IGF1R.beta.R.V_GBL1033860	MDACC	IGF1Rbeta	IGF1R	NA	c
IGF1R.beta.R.V_GBL1113321	MDACC	IGF1Rbeta	IGF1R	NA	c
IGF1R_pY1135_Y1136.wR.V_GBL1115236	MDACC	IGF1RpY1135Y1136	IGF1R	Y1135|Y1136	a
IGFBP2.R.V_GBL9026227	MDACC	IGFBP2	IGFBP2	NA	c
IGFBP2_RS00273499	MDACC	IGFBP2	IGFBP2	NA	c
IGFBP2_RS00275869	MDACC	IGFBP2	IGFBP2	NA	c
IGFBP2.R.V_GBL1033922	MDACC	IGFBP2	IGFBP2	NA	c
IGFBP2.R.V_GBL1113191	MDACC	IGFBP2	IGFBP2	NA	c
IGFBP2.R.V_GBL1114882	MDACC	IGFBP2	IGFBP2	NA	c
IGFBP2.R.V_GBL.9013862	MDACC	IGFBP2	IGFBP2	NA	c
IGFBP2(V)_GBL9007938	MDACC	IGFBP2	IGFBP2	NA	c
IGFBP5.G.C_GBL1115096	MDACC	IGFBP5	IGFBP5	NA	c
IGFR1.B_RS00267491	MDACC	IGFR1B	IGFR1	NA	c
IGFR1_pY1135_RS00267490	MDACC	IGFR1pY1135	IGFR1	Y1135	a
IGFR1_pY1135_RS00275708	MDACC	IGFR1pY1135	IGFR1	Y1135	a
IGFR.b.R.C_GBL1114883	MDACC	IGFRb	IGFR1	NA	c
IkB.alpha (phospho.Ser32)	MSKCC	IkBa_pS32	NFKBIA	S32	i
INPP4B.G.C_GBL9026331	MDACC	INPP4B	INPP4B	NA	c
INPP4b.R.V_GBL1033826	MDACC	INPP4b	INPP4B	NA	c
INPP4b.R.V_GBL1113277	MDACC	INPP4b	INPP4B	NA	c
INPP4b.wR.V_GBL1115122	MDACC	INPP4b	INPP4B	NA	c
INPP4B.G.C_GBL.9014286	MDACC	INPP4B	INPP4B	NA	c
IRAK1	MSKCC	IRAK1	IRAK1	NA	c
IGF.1R.beta/Insulin Receptor beta (phospho.Tyr1135,Tyr1136/Tyr1150,Tyr1151)	MSKCC	IRb_pY1135_Y1136_Y1150_Y1151	INSR	Y1135|Y1136|Y1150|Y1151	a
IRF.1.R.C_GBL1115027	MDACC	IRF1	IRF1	NA	c
IRS.1	MSKCC	IRS1	IRS1	NA	c
IRS1.R.V_GBL9026228	MDACC	IRS1	IRS1	NA	c
IRS.1_RS00269162	MDACC	IRS1	IRS1	NA	c
IRS1_RS00276014	MDACC	IRS1	IRS1	NA	c
IRS1.R.V_GBL1033768	MDACC	IRS1	IRS1	NA	c
IRS1.R.V_GBL1113235	MDACC	IRS1	IRS1	NA	c
IRS1.R.V_GBL1114921	MDACC	IRS1	IRS1	NA	c
IRS1.R.V_GBL.9013863	MDACC	IRS1	IRS1	NA	c
IRS1(V)_GBL9007940	MDACC	IRS1	IRS1	NA	c
IRS.1 (phospho.Ser636,Ser639)	MSKCC	IRS1_pS639	IRS1	S639|S636	i
IRS.1_pS307_RS00269161	MDACC	IRS1pS307	IRS1	S307	i
IRS1_pS307_GBL9008519	MDACC	IRS1pS307	IRS1	S307	i
IRS1_pS307_RS00275822	MDACC	IRS1pS307	IRS1	S307	i
JAB1.M.C_GBL1033943	MDACC	JAB1	COPS5 	NA	c
JAB1.M.C_GBL1113404	MDACC	JAB1	COPS5 	NA	c
JAB1.wM.C_GBL1115140	MDACC	JAB1	COPS5 	NA	c
Jak2.R.V_GBL1114971	MDACC	Jak2	JAK2	NA	c
JNK_pT183_pT185.R.V_GBL9026343	MDACC	JNK1pT183	MAPK8	T183|Y185	a
JNK2.R.C_GBL9026230	MDACC	JNK2	MAPK9	NA	c
JNK2_RS00273606	MDACC	JNK2	MAPK9	NA	c
JNK2_RS00275697	MDACC	JNK2	MAPK9	NA	c
JNK2.R.C_GBL1033799	MDACC	JNK2	MAPK9	NA	c
JNK2.R.C_GBL1113192	MDACC	JNK2	MAPK9	NA	c
JNK2.R.C_GBL1114884	MDACC	JNK2	MAPK9	NA	c
JNK2.R.C_GBL.9013864	MDACC	JNK2	MAPK9	NA	c
JNK2(V)_GBL9008535	MDACC	JNK2	MAPK9	NA	c
JNK_pT183_RS00273501	MDACC	JNKpT183	MAPK8	T183	a
JNK_pT183_Y185.R.V_GBL1033775	MDACC	JNKpT183Y185	MAPK8	T183|Y185	a
JNK_pT183_Y185.R.V_GBL1113252	MDACC	JNKpT183Y185	MAPK8	T183|Y185	a
JNK_pT183_Y185.wR.V_GBL1115113	MDACC	JNKpT183Y185	MAPK8	T183|Y185	a
JNK_pT183_RS00273501	MDACC	JNKpT183	MAPK9	T183	a
JNK_pT183_Y185.R.V_GBL1033775	MDACC	JNKpT183Y185	MAPK9	T183|Y185	a
JNK_pT183_Y185.R.V_GBL1113252	MDACC	JNKpT183Y185	MAPK9	T183|Y185	a
JNK_pT183_Y185.wR.V_GBL1115113	MDACC	JNKpT183Y185	MAPK9	T183|Y185	a
JUNB_GBL9008395	MDACC	JUNB	JUNB	NA	c
Ki.67 (Annexin II, p36)	MSKCC	Ki67	MKI67	NA	c
p27.R.V_GBL9026248	MDACC	KIP1/p27	CDKN1B	NA	c
p27_pT157.R.C_GBL9026249	MDACC	KIP1/p27pT157	CDKN1B	T157	a
p27_pT198.R.V_GBL9026250	MDACC	KIP1/p27pT198	CDKN1B	T198	a
K.Ras.M.C_GBL9026322	MDACC	KRas	KRAS	NA	c
K.Ras.M.C_GBL.9012899	MDACC	KRas	KRAS	NA	c
K.Ras.M.C_GBL.9014281	MDACC	KRas	KRAS	NA	c
K.Ras.M.C_GBL.9014287	MDACC	KRas	KRAS	NA	c
KU80_GBL9008408	MDACC	KU80	XRCC5	NA	c
KU80_RS00275800	MDACC	KU80	XRCC5	NA	c
Ku80.R.C_GBL.9013867	MDACC	Ku80	XRCC5	NA	c
KU80_GBL9008408	MDACC	KU80	XRCC6	NA	c
KU80_RS00275800	MDACC	KU80	XRCC6	NA	c
Ku80.R.C_GBL.9013867	MDACC	Ku80	XRCC6	NA	c
LCK_GBL9008386	MDACC	LCK	LCK	NA	c
Lck.R.V_GBL1033800	MDACC	Lck	LCK	NA	c
Lck.R.V_GBL1113193	MDACC	Lck	LCK	NA	c
Lck.R.V_GBL1114885	MDACC	Lck	LCK	NA	c
LDHA.R.C_GBL1115240	MDACC	LDHA	LDHA	NA	c
LKB1_RS00276378 (mouse)	MDACC	LKB1	STK11	NA	c
LKB1(mouse)(V)_GBL9007881	MDACC	LKB1	STK11	NA	c
MAPK_pT202_RS00269178	MDACC	MAPKpT202	MAPK1	T202	a
MAPK_pT202_RS00273598	MDACC	MAPKpT202	MAPK1	T202	a
MAPK_pT202_RS00275578	MDACC	MAPKpT202	MAPK1	T202	a
MAPK_pT202(C)_GBL9007941	MDACC	MAPKpT202	MAPK1	T202	a
MAPK_pT202(V)_GBL9008325	MDACC	MAPKpT202	MAPK1	T202	a
MAPK_pT202_Y204.R.V_GBL1033801	MDACC	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL1113194	MDACC	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_Y204.wR.V_GBL1115104	MDACC	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9012865	MDACC	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9012906	MDACC	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9013905	MDACC	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_RS00269178	MDACC	MAPKpT202	MAPK3	T202	a
MAPK_pT202_RS00273598	MDACC	MAPKpT202	MAPK3	T202	a
MAPK_pT202_RS00275578	MDACC	MAPKpT202	MAPK3	T202	a
MAPK_pT202(C)_GBL9007941	MDACC	MAPKpT202	MAPK3	T202	a
MAPK_pT202(V)_GBL9008325	MDACC	MAPKpT202	MAPK3	T202	a
MAPK_pT202_Y204.R.V_GBL1033801	MDACC	MAPKpT202Y204	MAPK3	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL1113194	MDACC	MAPKpT202Y204	MAPK3	T202|Y204	a
MAPK_pT202_Y204.wR.V_GBL1115104	MDACC	MAPKpT202Y204	MAPK3	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9012865	MDACC	MAPKpT202Y204	MAPK3	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9012906	MDACC	MAPKpT202Y204	MAPK3	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9013905	MDACC	MAPKpT202Y204	MAPK3	T202|Y204	a
Mcl.1.R.V_GBL1033861	MDACC	Mcl1	MCL1	NA	c
Mcl.1.R.V_GBL1113322	MDACC	Mcl1	MCL1	NA	c
Mcl.1.R.V_GBL1114982	MDACC	Mcl1	MCL1	NA	c
MDM2_pS166.R.V_GBL1033854	MDACC	MDM2pS166	MDM2	S166	a
MDM2_pS166.R.V_GBL1113315	MDACC	MDM2pS166	MDM2	S166	a
MDM2_pS166.R.V_GBL1114970	MDACC	MDM2pS166	MDM2	S166	a
MEK1/2	MSKCC	MEK1	MAP2K1	NA	c
MEK1.R.V_GBL9026234	MDACC	MEK1	MAP2K1	NA	c
MEK1_RS00269177	MDACC	MEK1	MAP2K1	NA	c
MEK1_RS00273596	MDACC	MEK1	MAP2K1	NA	c
MEK1_RS00275577	MDACC	MEK1	MAP2K1	NA	c
MEK1.R.V_GBL1033802	MDACC	MEK1	MAP2K1	NA	c
MEK1.R.V_GBL1113195	MDACC	MEK1	MAP2K1	NA	c
MEK1.R.V_GBL1114886	MDACC	MEK1	MAP2K1	NA	c
MEK1.R.V_GBL.9013870	MDACC	MEK1	MAP2K1	NA	c
MEK1(V)_GBL9007928	MDACC	MEK1	MAP2K1	NA	c
MEK1/2 (phospho.Ser217/221)	MSKCC	MEK1/2_pS217	MAP2K1	S217|S221	a
MEK1/2 (phospho.Ser217/221)	MSKCC	MEK1/2_pS221	MAP2K2	S217|S221	a
MEK1_2_pS217_GBL9008355	MDACC	MEK12pS217	MAP2K1	S217	a
MEK1_2_pS217_RS00269176	MDACC	MEK12pS217	MAP2K1	S217	a
