"AntibodyLabel"	"Source"	"NodeName"	"Gene_Symbol"	"Sites"	"Effect"
"559"	"CASPASE3_ACTIVE"	"MDACC"	"Caspase3active"	"CASP3"	NA	"a"
"560"	"Caspase.3_active"	"MDACC"	"Caspase3active"	"CASP3"	NA	"a"
"561"	"Caspase.3_active.R.C_GBL.9013825"	"MDACC"	"Caspase3active"	"CASP3"	NA	"a"
"562"	"Caspase.3_active.R.C_GBL9026352"	"MDACC"	"Casp3ac"	"CASP3"	NA	"a"
"563"	"Caspase.3.R.C_GBL1114866"	"MDACC"	"Caspase3"	"CASP3"	NA	"c"
"564"	"Caspase.3(Active)(C )_GBL9008562"	"MDACC"	"Caspase3"	"CASP3"	NA	"a"
"565"	"Caspase.7_cleavedD198"	"MDACC"	"Caspase7cleavedD198"	"CASP7"	NA	"a"
"566"	"Caspase.7_cleavedD198.R.C_GBL.9013826"	"MDACC"	"Caspase7cleavedD198"	"CASP7"	NA	"a"
"567"	"Caspase.7_cleavedD198.R.C_GBL9026353"	"MDACC"	"Casp7clD198"	"CASP7"	NA	"a"
"568"	"CASPASE7_CLEAVED"	"MDACC"	"Caspase7cleaved"	"CASP7"	NA	"a"
"569"	"Caspase.7.cleaved.R.C_GBL1033686"	"MDACC"	"Caspase7cleaved"	"CASP7"	NA	"a"
"570"	"Caspase.7.cleaved.R.C_GBL1113164"	"MDACC"	"Caspase7cleaved"	"CASP7"	NA	"a"
"571"	"Caspase.7.cleaved.R.C_GBL1114867"	"MDACC"	"Caspase7cleaved"	"CASP7"	NA	"a"
"572"	"Caspase.7(cleaved)(C)_GBL9007918"	"MDACC"	"Caspase7"	"CASP7"	NA	"a"
"573"	"CASPASE8"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"574"	"Caspase.8"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"575"	"Caspase.8.M.C_GBL.9012879"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"576"	"Caspase.8.M.Q_GBL1115045"	"MDACC"	"Caspase8"	"CASP8"	NA	"a"
"577"	"Caspase.8.M.QC_GBL1033903"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"578"	"Caspase.8.M.QC_GBL1113363"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"579"	"Caspase.8(mouse)_GBL9008354"	"MDACC"	"Caspase8"	"CASP8"	NA	"c"
"580"	"Caspase.9_cleavedD330"	"MDACC"	"Caspase9cleavedD330"	"CASP9"	NA	"a"
"581"	"Caspase.9_cleavedD330.R.C_GBL.9013827"	"MDACC"	"Caspase9cleavedD330"	"CASP9"	NA	"a"
"582"	"Caspase.9_cleavedD330.R.C_GBL9026193"	"MDACC"	"Casp9clD330"	"CASP9"	NA	"a"
"583"	"CASPASE9"	"MDACC"	"Caspase9"	"CASP9"	NA	"c"
"584"	"Caspase.9_GBL9008548"	"MDACC"	"Caspase9"	"CASP9"	NA	"c"
"585"	"CASPASE9_CLEAVED"	"MDACC"	"Caspase9cleaved"	"CASP9"	NA	"a"
"586"	"Caspase.9.cleaved.R.C_GBL1115222"	"MDACC"	"Caspase9cleaved"	"CASP9"	NA	"a"
"587"	"Catenin.alpha"	"MDACC"	"Cateninalpha"	"CTNNA1"	NA	"c"
"588"	"Catenin.alpha(mouse)_GBL9008376"	"MDACC"	"Cateninalpha"	"CTNNA1"	NA	"c"
"589"	"Caveolin"	"MDACC"	"Caveolin"	"CAV1"	NA	"c"
"590"	"Caveolin_RS00273722"	"MDACC"	"Caveolin"	"CAV1"	NA	"c"
"591"	"Caveolin_RS00276017"	"MDACC"	"Caveolin"	"CAV1"	NA	"c"
"592"	"Caveolin_V"	"MDACC"	"Caveolin"	"CAV1"	NA	"c"
"593"	"CAVEOLIN1"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"594"	"Caveolin.1"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"595"	"Caveolin.1"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"596"	"Caveolin.1.R.V_GBL.9013829"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"597"	"Caveolin.1.R.V_GBL1033687"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"598"	"Caveolin.1.R.V_GBL1113165"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"599"	"Caveolin.1.R.V_GBL1114868"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"600"	"Caveolin.1.R.V_GBL9026195"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"601"	"Caveolin.1(V)_GBL9008603"	"MDACC"	"Caveolin1"	"CAV1"	NA	"c"
"602"	"CD4"	"MDACC"	"CD4"	"CD4"	NA	"c"
"603"	"CD11A"	"MDACC"	"ITGAL"	"ITGAL"	NA	"c"
"604"	"CD20"	"MDACC"	"CD20"	"MS4A1"	NA	"c"
"605"	"CD20(C )_GBL90085557"	"MDACC"	"CD20"	"MS4A1"	NA	"c"
"606"	"CD20(C)_GBL9008604"	"MDACC"	"CD20"	"MS4A1"	NA	"c"
"607"	"CD26.R.V_GBL1114995"	"MDACC"	"CD26"	"DPP4"	NA	"c"
"608"	"CD29"	"MDACC"	"CD29"	"DPP4"	NA	"c"
"609"	"CD29.M.V_GBL1033911"	"MDACC"	"CD29"	"DPP4"	NA	"c"
"610"	"CD29.M.V_GBL1113413"	"MDACC"	"CD29"	"DPP4"	NA	"c"
"611"	"CD29.M.V_GBL1115054"	"MDACC"	"CD29"	"DPP4"	NA	"c"
"612"	"CD31"	"MDACC"	"CD31"	"PECAM1"	NA	"c"
"613"	"CD31_RS00273758 (MOUSE)"	"MDACC"	"CD31"	"PECAM1"	NA	"c"
"614"	"CD31_RS00276604 (mouse)"	"MDACC"	"CD31"	"PECAM1"	NA	"c"
"615"	"CD31.M.V_GBL.9012881"	"MDACC"	"CD31"	"PECAM1"	NA	"c"
"616"	"CD31.M.V_GBL1033933"	"MDACC"	"CD31"	"PECAM1"	NA	"c"
"617"	"CD31.M.V_GBL1113383"	"MDACC"	"CD31"	"PECAM1"	NA	"c"
"618"	"CD31.M.V_GBL9026349"	"MDACC"	"CD31"	"PECAM1"	NA	"c"
"619"	"CD31.wM.V_GBL1115138"	"MDACC"	"CD31"	"PECAM1"	NA	"c"
"620"	"CD31(mouse)(V)_GBL9007873"	"MDACC"	"CD31"	"PECAM1"	NA	"c"
"621"	"CD44"	"MDACC"	"CD44"	"CD44"	NA	"c"
"622"	"CD44.M.C_GBL1115173"	"MDACC"	"CD44"	"CD44"	NA	"c"
"623"	"CD45"	"MDACC"	"CD45"	"CD45"	NA	"c"
"624"	"CD49"	"MDACC"	"CD49"	"ITGA2"	NA	"c"
"625"	"CD49.M.V_GBL.9012882"	"MDACC"	"CD49"	"ITGA2"	NA	"c"
"626"	"CD496"	"MDACC"	"CD49b"	"ITGA2"	NA	"c"
"627"	"CD49B"	"MDACC"	"CD49b"	"ITGA2"	NA	"c"
"628"	"CD49b"	"MDACC"	"CD49b"	"ITGA2"	NA	"c"
"629"	"CD49b.M.V_GBL1033902"	"MDACC"	"CD49b"	"ITGA2"	NA	"c"
"630"	"CD49b.M.V_GBL1113362"	"MDACC"	"CD49b"	"ITGA2"	NA	"c"
"631"	"CD49b.wM.V_GBL1115137"	"MDACC"	"CD49b"	"ITGA2"	NA	"c"
"632"	"CD49b(mouse)_GBL9008351"	"MDACC"	"CD49b"	"ITGA2"	NA	"c"
"633"	"CD86"	"MDACC"	"Cd86"	"Cd86"	NA	"c"
"634"	"CD134"	"MDACC"	"CD134"	"CD134"	NA	"c"
"635"	"CD171"	"MDACC"	"CD171"	"L1CAM"	NA	"c"
"636"	"CDC2"	"MDACC"	"CDC2"	"CDC2"	NA	"c"
"637"	"CDC2.p34.M.V_GBL1115091"	"MDACC"	"CDC2p34"	"CDC2"	NA	"c"
"638"	"Cdc2_pY15"	"MDACC"	"CDC2pY25"	"CDK1"	"Y25"	"a"
"639"	"CDC2(mouse)_GBL9008375"	"MDACC"	"CDC2"	"CDC2"	NA	"c"
"640"	"cdc25C"	"MSKCC"	"CDC25C"	"CDC25C"	NA	"c"
"641"	"CDK1 (p34cdc2) (phospho.Thr161)"	"MSKCC"	"CDK1_pT161"	"CDK1"	"T161"	"a"
"642"	"CDK1 (p34cdc2) (phospho.Tyr15)"	"MSKCC"	"CDK1_pY15"	"CDK1"	"Y15"	"i"
"643"	"CDK1"	"MDACC"	"CDK1"	"CDK1"	NA	"c"
"644"	"CDK1.R.V_GBL.9012883"	"MDACC"	"CDK1"	"CDK1"	NA	"c"
"645"	"CDK1.R.V_GBL.9013830"	"MDACC"	"CDK1"	"CDK1"	NA	"c"
"646"	"CDK1.R.V_GBL1033788"	"MDACC"	"CDK1"	"CDK1"	NA	"c"
"647"	"CDK1.R.V_GBL1113265"	"MDACC"	"CDK1"	"CDK1"	NA	"c"
"648"	"CDK1.R.V_GBL1114937"	"MDACC"	"CDK1"	"CDK1"	NA	"c"
"649"	"CDK1.R.V_GBL9026196"	"MDACC"	"CDK1"	"CDC2"	NA	"c"
"650"	"CDK1(mouse)_GBL9008515"	"MDACC"	"CDK1"	"CDK1"	NA	"c"
"651"	"CDK4"	"MSKCC"	"CDK4"	"CDK4"	NA	"c"
"652"	"Chk1"	"MDACC"	"CHK1"	"CHEK1"	NA	"c"
"653"	"CHK1"	"MDACC"	"CHK1"	"CHEK1"	NA	"c"
"654"	"CHK1_GBL9008605"	"MDACC"	"CHK1"	"CHEK1"	NA	"c"
"655"	"Chk1_pS296"	"MDACC"	"Chk1pS296"	"CHEK1"	"S296"	"a"
"656"	"Chk1_pS296.R.V_GBL1114999"	"MDACC"	"Chk1pS296"	"CHEK1"	"S296"	"a"
"657"	"CHK1_PS345"	"MDACC"	"CHK1pS345"	"CHEK1"	"S345"	"a"
"658"	"Chk1_pS345"	"MDACC"	"CHK1pS345"	"CHEK1"	"S345"	"a"
"659"	"CHK1_pS345"	"MDACC"	"CHK1pS345"	"CHEK1"	"S345"	"a"
"660"	"CHK1_pS345_GBL9008407"	"MDACC"	"CHK1pS345"	"CHEK1"	"S345"	"a"
"661"	"CHK1_pS345_RS00275797"	"MDACC"	"CHK1pS345"	"CHEK1"	"S345"	"a"
"662"	"Chk1_pS345.R.C_GBL.9013832"	"MDACC"	"Chk1pS345"	"CHEK1"	"S345"	"a"
"663"	"Chk1_pS345.R.C_GBL1033780"	"MDACC"	"Chk1pS345"	"CHEK1"	"S345"	"a"
"664"	"Chk1_pS345.R.C_GBL1113257"	"MDACC"	"Chk1pS345"	"CHEK1"	"S345"	"a"
"665"	"Chk1_pS345.R.C_GBL9026198"	"MDACC"	"Chk1pS345"	"CHEK1"	"S345"	"a"
"666"	"Chk1_pS345.wR.C_GBL1115117"	"MDACC"	"Chk1pS345"	"CHEK1"	"S345"	"a"
"667"	"CHK1_RS00275796"	"MDACC"	"CHK1"	"CHEK1"	NA	"c"
"668"	"Chk1.M.C_GBL1033910"	"MDACC"	"Chk1"	"CHEK1"	NA	"c"
"669"	"Chk1.M.C_GBL1113374"	"MDACC"	"Chk1"	"CHEK1"	NA	"c"
"670"	"Chk1.M.C_GBL1115053"	"MDACC"	"Chk1"	"CHEK1"	NA	"c"
"671"	"Chk1.R.C_GBL.9013831"	"MDACC"	"Chk1"	"CHEK1"	NA	"c"
"672"	"Chk1.R.C_GBL9026197"	"MDACC"	"Chk1"	"CHEK1"	NA	"c"
"673"	"CHK1(mouse)_GBL9008345"	"MDACC"	"CHK1"	"CHEK1"	NA	"c"
"674"	"Chk2 (phospho.Thr68)"	"MSKCC"	"Chk2_pT68"	"CHEK2"	"T68"	"a"
"675"	"CHK2_mouse"	"MDACC"	"CHK2"	"CHEK2"	NA	"c"
"676"	"CHK2_PT68"	"MDACC"	"Chk2pT68"	"CHEK2"	"T68"	"a"
"677"	"Chk2_pT68"	"MDACC"	"Chk2pT68"	"CHEK2"	"T68"	"a"
"678"	"CHK2_pT68"	"MDACC"	"Chk2pT68"	"CHEK2"	"T68"	"a"
"679"	"CHK2_pT68_GBL9008608"	"MDACC"	"CHK2pT68"	"CHEK2"	"T68"	"a"
"680"	"CHK2_pT68_RS00275798"	"MDACC"	"CHK2pT68"	"CHEK2"	"T68"	"a"
"681"	"Chk2_pT68.R.C_GBL1033688"	"MDACC"	"Chk2pT68"	"CHEK2"	"T68"	"a"
"682"	"Chk2_pT68.R.C_GBL1113166"	"MDACC"	"Chk2pT68"	"CHEK2"	"T68"	"a"
"683"	"Chk2_pT68.R.C_GBL1114869"	"MDACC"	"Chk2pT68"	"CHEK2"	"T68"	"a"
"684"	"Chk2_pT68.R.C_GBL9026199"	"MDACC"	"Chk2pT68"	"CHEK2"	"T68"	"a"
"685"	"CHK2"	"MDACC"	"CHK2"	"CHEK2"	NA	"c"
"686"	"CHK2_RS00276382 (mouse)"	"MDACC"	"CHK2"	"CHEK2"	NA	"c"
"687"	"Chk2.M.C_GBL.9012884"	"MDACC"	"Chk2"	"CHEK2"	NA	"c"
"688"	"Chk2.M.C_GBL9026306"	"MDACC"	"Chk2"	"CHEK2"	NA	"c"
"689"	"Chk2"	"MDACC"	"CHK2"	"CHEK2"	NA	"c"
"690"	"Chk2.M.V_GBL1033889"	"MDACC"	"Chk2"	"CHEK2"	NA	"c"
"691"	"Chk2.M.V_GBL1113349"	"MDACC"	"Chk2"	"CHEK2"	NA	"c"
"692"	"Chk2.M.V_GBL1115031"	"MDACC"	"Chk2"	"CHEK2"	NA	"c"
"693"	"CHK2(mouse)_GBL9007870"	"MDACC"	"CHK2"	"CHEK2"	NA	"c"
"694"	"CHK2(mouse)_GBL9008539"	"MDACC"	"CHK2"	"CHEK2"	NA	"c"
"695"	"CIAP.1_GBL9008378"	"MDACC"	"CIAP1"	"BIRC2"	NA	"c"
"696"	"c.IAP2"	"MDACC"	"cIAP2"	"BIRC3"	NA	"c"
"697"	"CIAP"	"MDACC"	"cIAP"	"BIRC2"	NA	"c"
"698"	"cIAP"	"MDACC"	"cIAP"	"BIRC2"	NA	"c"
"699"	"cIAP.R.V_GBL.9013834"	"MDACC"	"cIAP"	"BIRC2"	NA	"c"
"700"	"cIAP.R.V_GBL9026200"	"MDACC"	"cIAP"	"BIRC2"	NA	"c"
"701"	"CLAUDIN7"	"MDACC"	"Claudin7"	"CLDN7"	NA	"c"
"702"	"Claudin.7"	"MDACC"	"Claudin7"	"CLDN7"	NA	"c"
"703"	"Claudin.7"	"MDACC"	"Claudin7"	"CLDN7"	NA	"c"
"704"	"Claudin.7.R.V_GBL.9013835"	"MDACC"	"Claudin7"	"CLDN7"	NA	"c"
"705"	"Claudin.7.R.V_GBL1033773"	"MDACC"	"Claudin7"	"CLDN7"	NA	"c"
"706"	"Claudin.7.R.V_GBL1113250"	"MDACC"	"Claudin7"	"CLDN7"	NA	"c"
"707"	"Claudin.7.R.V_GBL1114927"	"MDACC"	"Claudin7"	"CLDN7"	NA	"c"
"708"	"Claudin.7.R.V_GBL9026201"	"MDACC"	"Claudin7"	"CLDN7"	NA	"c"
"709"	"cMyc_pT58"	"MDACC"	"cMycpT58"	"MYC"	"T58"	"i"
"710"	"cMyc_pT58_RS00273763"	"MDACC"	"cMycpT58"	"MYC"	"T58"	"i"
"711"	"COFILIN"	"MDACC"	"Cofilin"	"CFL1"	NA	"c"
"712"	"Cofilin"	"MDACC"	"Cofilin"	"CFL1"	NA	"c"
"713"	"Cofilin_GBL9008368"	"MDACC"	"Cofilin"	"CFL1"	NA	"c"
"714"	"COFILIN_PS3"	"MDACC"	"CofilinpS3"	"CFL1"	"S3"	"i"
"715"	"Cofilin_pS3"	"MDACC"	"CofilinpS3"	"CFL1"	"S3"	"i"
"716"	"Cofilin_pS3(V)_GBL9008339"	"MDACC"	"CofilinpS3"	"CFL1"	"S3"	"i"
"717"	"COG3"	"MDACC"	"COG3"	"COG3"	NA	"c"
"718"	"Connexin.43"	"MDACC"	"Connexin43"	"GJA1"	NA	"c"
"719"	"COLLAGENVI"	"MDACC"	"Collagen VI"	"COL6A1"	NA	"c"
"720"	"Collagen.VI"	"MDACC"	"Collagen VI"	"COL6A1"	NA	"c"
"721"	"Collagen_VI"	"MDACC"	"Collagen VI"	"COL6A1"	NA	"c"
"722"	"Collagen.VI"	"MDACC"	"Collagen VI"	"COL6A1"	NA	"c"
"723"	"Collagen VI_RS00273498 ( smear bgd)"	"MDACC"	"Collagen VI"	"COL6A1"	NA	"c"
"724"	"Collagen VI_RS00275868"	"MDACC"	"Collagen VI"	"COL6A1"	NA	"c"
"725"	"Collagen VI(V)_GBL9007919"	"MDACC"	"Collagen VI"	"COL6A1"	NA	"c"
"726"	"Collagen_VI.R.V_GBL.9013836"	"MDACC"	"CollagenVI"	"COL6A1"	NA	"c"
"727"	"Collagen_VI.R.V_GBL9026202"	"MDACC"	"CollagenVI"	"COL6A1"	NA	"c"
"728"	"Collagen.VI.R.V_GBL1033877"	"MDACC"	"CollagenVI"	"COL6A1"	NA	"c"
"729"	"Collagen.VI.R.V_GBL1113337"	"MDACC"	"CollagenVI"	"COL6A1"	NA	"c"
"730"	"Collagen.VI.R.V_GBL1115015"	"MDACC"	"CollagenVI"	"COL6A1"	NA	"c"
"731"	"Collagenase_VI_V"	"MDACC"	"CollagenVI"	"COL6A1"	NA	"c"
"732"	"OMPLEX_IV_SUBUNIT1"	"MDACC"	"CollagenVI"	"COL6A1"	NA	"c"
"733"	"COMPLEX_II_SUBUNIT_30_KDA_IP"	"MDACC"	"ComplexIISubunit"	NA	NA	"c"
"734"	"COMPLEX_II_SUBUNIT_RIESKE"	"MDACC"	"ComplexIISubunit"	NA	NA	"c"
"735"	"COMPLEX_II_SUBUNIT_NDUFB4"	"MDACC"	"ComplexIISubunit"	NA	NA	"c"
"736"	"COMPLEX_II_SUBUNIT_CORE2"	"MDACC"	"ComplexIISubunit"	NA	NA	"c"
"737"	"COMPLEX_II_SUBUNIT_70_KDA_FP"	"MDACC"	"ComplexIISubunit"	NA	NA	"c"
"738"	"Complex.II.Subunit.M.V_GBL1033934"	"MDACC"	"ComplexIISubunit"	"SDHA"	NA	"c"
"739"	"Complex.II.Subunit.M.V_GBL1033934"	"MDACC"	"ComplexIISubunit"	"SDHB"	NA	"c"
"740"	"Complex.II.Subunit.M.V_GBL1033934"	"MDACC"	"ComplexIISubunit"	"SDHC"	NA	"c"
"741"	"Complex.II.Subunit.M.V_GBL1033934"	"MDACC"	"ComplexIISubunit"	"SDHD"	NA	"c"
"742"	"Complex.II.Subunit.M.V_GBL1113391"	"MDACC"	"ComplexIISubunit"	"SDHA"	NA	"c"
"743"	"Complex.II.Subunit.M.V_GBL1113391"	"MDACC"	"ComplexIISubunit"	"SDHB"	NA	"c"
"744"	"Complex.II.Subunit.M.V_GBL1113391"	"MDACC"	"ComplexIISubunit"	"SDHC"	NA	"c"
"745"	"Complex.II.Subunit.M.V_GBL1113391"	"MDACC"	"ComplexIISubunit"	"SDHD"	NA	"c"
"746"	"Complex.II.Subunit.M.V_GBL1115078"	"MDACC"	"ComplexIISubunit"	"SDHA"	NA	"c"
"747"	"Complex.II.Subunit.M.V_GBL1115078"	"MDACC"	"ComplexIISubunit"	"SDHB"	NA	"c"
"748"	"Complex.II.Subunit.M.V_GBL1115078"	"MDACC"	"ComplexIISubunit"	"SDHC"	NA	"c"
"749"	"Complex.II.Subunit.M.V_GBL1115078"	"MDACC"	"ComplexIISubunit"	"SDHd"	NA	"c"
"750"	"Connexin.43.R.C_GBL1115232"	"MDACC"	"Connexin43"	"GJA1"	NA	"c"
"751"	"Coup.TFII.R.C_GBL1115233"	"MDACC"	"NR2F2"	"COUPTFII"	NA	"c"
"752"	"COX.2.R.C_GBL.9013837"	"MDACC"	"COX2"	"PTGS2"	NA	"c"
"753"	"COX.2.R.C_GBL9026203"	"MDACC"	"COX2"	"PTGS2"	NA	"c"
"754"	"Cox.IV"	"MDACC"	"CoxIV"	"COX4I1"	NA	"c"
"755"	"Cox.IV.M.C_GBL1033935"	"MDACC"	"CoxIV"	"COX4I1"	NA	"c"
"756"	"Cox.IV.M.C_GBL1113397"	"MDACC"	"CoxIV"	"COX4I1"	NA	"c"
"757"	"Cox.IV.M.C_GBL1115175"	"MDACC"	"CoxIV"	"COX4I1"	NA	"c"
"758"	"Cox2"	"MDACC"	"COX2"	"PTGS2"	NA	"c"
"759"	"COX2"	"MDACC"	"COX2"	"PTGS2"	NA	"c"
"760"	"COX2_RS00273495"	"MDACC"	"COX2"	"PTGS2"	NA	"c"
"761"	"COX2_RS00275867"	"MDACC"	"COX2"	"PTGS2"	NA	"c"
"762"	"COX.2"	"MDACC"	"Cox2"	"PTGS2"	NA	"c"
"763"	"Cox2.R.C_GBL1033859"	"MDACC"	"Cox2"	"PTGS2"	NA	"c"
"764"	"Cox2.R.C_GBL1113320"	"MDACC"	"Cox2"	"PTGS2"	NA	"c"
"765"	"Cox2.R.C_GBL1114979"	"MDACC"	"Cox2"	"PTGS2"	NA	"c"
"766"	"COX2(C )_GBL9008399"	"MDACC"	"COX2"	"PTGS2"	NA	"c"
"767"	"Creb"	"MDACC"	"Creb"	"CREB1"	NA	"c"
"768"	"cRAF_RS00273714"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"769"	"CRAF"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"770"	"c.RAF"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"771"	"cRAF_V"	"MDACC"	"cRAF"	"RAF1"	NA	"c"
"772"	"CRAF_PS338"	"MDACC"	"cRAF"	"RAF1_pS338"	"S338"	"a"
"773"	"CXCR4.R.C_GBL1114994"	"MDACC"	"CXCR4"	"CXCR4"	NA	"c"
"774"	"Cyclin B1 (V152)"	"MSKCC"	"CyclinB1"	"CCNB1"	NA	"c"
"775"	"CYCLINB1"	"MDACC"	"Cyclin B1"	"CCNB1"	NA	"c"
"776"	"Cyclin.B1"	"MDACC"	"Cyclin B1"	"CCNB1"	NA	"c"
"777"	"Cyclin.B1"	"MDACC"	"Cyclin B1"	"CCNB1"	NA	"c"
"778"	"Cyclin B1_RS00269170"	"MDACC"	"Cyclin B1"	"CCNB1"	NA	"c"
"779"	"Cyclin B1_RS00275830"	"MDACC"	"Cyclin B1"	"CCNB1"	NA	"c"
"780"	"Cyclin B1(V)_GBL9007920"	"MDACC"	"Cyclin B1"	"CCNB1"	NA	"c"
"781"	"Cyclin B1(V)_GBL9008606"	"MDACC"	"Cyclin B1"	"CCNB1"	NA	"c"
"782"	"Cyclin C"	"MSKCC"	"CyclinC"	"CCNC"	NA	"c"
"783"	"CYCLIND1"	"MSKCC"	"CyclinD1"	"CCND1"	NA	"c"
"784"	"Cyclin.D1"	"MSKCC"	"CyclinD1"	"CCND1"	NA	"c"
"785"	"Cyclin.D1"	"MSKCC"	"CyclinD1"	"CCND1"	NA	"c"
"786"	"Cyclin D1"	"MSKCC"	"CyclinD1"	"CCND1"	NA	"c"
"787"	"Cyclin D1_RS00269171"	"MDACC"	"Cyclin D1"	"CCND1"	NA	"c"
"788"	"Cyclin D1(V)_GBL9007921"	"MDACC"	"Cyclin D1"	"CCND1"	NA	"c"
"789"	"Cyclin.D3"	"MDACC"	"Cyclin D1"	"CCND3"	NA	"c"
"790"	"CYCLINE"	"MSKCC"	"CyclinE1"	"CCNE1"	NA	"c"
"791"	"Cyclin E_NB"	"MSKCC"	"CyclinE1"	"CCNE1"	NA	"c"
"792"	"CYCLINE1"	"MDACC"	"Cyclin E"	"CCNE1"	NA	"c"
"793"	"Cyclin.E1"	"MDACC"	"Cyclin E"	"CCNE1"	NA	"c"
"794"	"Cyclin.E1"	"MDACC"	"Cyclin E"	"CCNE1"	NA	"c"
"795"	"Cyclin E(mouse)_GBL9008383"	"MDACC"	"Cyclin E"	"CCNE1"	NA	"c"
"796"	"Cyclin.E1"	"MDACC"	"Cyclin E1"	"CCNE1"	NA	"c"
"797"	"Cyclin E1_RS00273417 (mouse)"	"MDACC"	"Cyclin E1"	"CCNE1"	NA	"c"
"798"	"Cyclin E1_RS00275571"	"MDACC"	"Cyclin E1"	"CCNE1"	NA	"c"
"799"	"Cyclin E1_RS00276605 (mouse)"	"MDACC"	"Cyclin E1"	"CCNE1"	NA	"c"
"800"	"Cyclin E1(mouse)(V)_GBL9007874"	"MDACC"	"Cyclin E1"	"CCNE1"	NA	"c"
"801"	"CYCLINE2"	"MDACC"	"Cyclin E2"	"CCNE2"	NA	"c"
"802"	"Cyclin.E2"	"MDACC"	"Cyclin E2"	"CCNE2"	NA	"c"
"803"	"Cyclin E2(C)_GBL9008609"	"MDACC"	"Cyclin E2"	"CCNE2"	NA	"c"
"804"	"Cyclin_B1.R.V_GBL.9013838"	"MDACC"	"CyclinB1"	"CCNB1"	NA	"c"
"805"	"Cyclin_B1.R.V_GBL9026204"	"MDACC"	"CyclinB1"	"CCNB1"	NA	"c"
"806"	"Cyclin_D1.R.V_GBL.9013839"	"MDACC"	"CyclinD1"	"CCND1"	NA	"c"
"807"	"Cyclin_D1.R.V_GBL9026205"	"MDACC"	"CyclinD1"	"CCND1"	NA	"c"
"808"	"Cyclin_E1.M.V_GBL.9012885"	"MDACC"	"CyclinE1"	"CCNE1"	NA	"c"
"809"	"Cyclin_E1.M.V_GBL9026308"	"MDACC"	"CyclinE1"	"CCNE1"	NA	"c"
"810"	"Cyclin.B1.R.V_GBL1033693"	"MDACC"	"CyclinB1"	"CCNB1"	NA	"c"
"811"	"Cyclin.B1.R.V_GBL1113170"	"MDACC"	"CyclinB1"	"CCNB1"	NA	"c"
"812"	"Cyclin.B1.R.V_GBL1114871"	"MDACC"	"CyclinB1"	"CCNB1"	NA	"c"
"813"	"Cyclin.D1.R.V_GBL1033878"	"MDACC"	"CyclinD1"	"CCND1"	NA	"c"
"814"	"Cyclin.D1.R.V_GBL1113338"	"MDACC"	"CyclinD1"	"CCND1"	NA	"c"
"815"	"Cyclin.D1.R.V_GBL1115016"	"MDACC"	"CyclinD1"	"CCND1"	NA	"c"
"816"	"Cyclin.E1.M.V_GBL1033936"	"MDACC"	"CyclinE1"	"CCNE1"	NA	"c"
"817"	"Cyclin.E1.M.V_GBL1113384"	"MDACC"	"CyclinE1"	"CCNE1"	NA	"c"
"818"	"Cyclin.E1.M.V_GBL1115071"	"MDACC"	"CyclinE1"	"CCNE1"	NA	"c"
"819"	"CyclinB1_V"	"MDACC"	"CyclinB1"	"CCNB1"	NA	"c"
"820"	"CyclinD1_V"	"MDACC"	"CyclinD1"	"CCND1"	NA	"c"
"821"	"CyclinE1_V_mouse"	"MDACC"	"CyclinE1"	"CCNE1"	NA	"c"
"822"	"CyclinE2_V"	"MDACC"	"CyclinE2"	"CCNE2"	NA	"c"
"823"	"CYCLOPHILIN_D"	"MDACC"	"CyclophilinD"	"PPIF"	NA	"c"
"824"	"Cyclophilin.F"	"MDACC"	"CyclophilinF"	"PPIF"	NA	"c"
"825"	"Cyclophilin.F.M.V_GBL1033937"	"MDACC"	"CyclophilinF"	"PPIF"	NA	"c"
"826"	"Cyclophilin.F.M.V_GBL1113399"	"MDACC"	"CyclophilinF"	"PPIF"	NA	"c"
"827"	"Cyclophilin.F.M.V_GBL1115085"	"MDACC"	"CyclophilinF"	"PPIF"	NA	"c"
"828"	"Cytokeratin.19.M.C_GBL1115178"	"MDACC"	"Cytokeratin19"	"KRT19"	NA	"c"
"829"	"D.a.Tubulin"	"MDACC"	"aTubulin"	"TUBA1A"	NA	"c"
"830"	"D.a.Tubulin.R.V_GBL1115003"	"MDACC"	"aTubulin"	"TUBA1A"	NA	"c"
"831"	"DDB1"	"MDACC"	"DDB1"	"DDB1"	NA	"c"
"832"	"DJ1"	"MDACC"	"DJ1"	"PARK7"	NA	"c"
