AntibodyLabel	Source	NodeName	Gene_Symbol	Sites	Effect	FunctionalScore
IRS1-R-V_GBL1114921	MDACC	IRS1	IRS1	NA		
IRS1.R.V_GBL.9013863	MDACC	IRS1	IRS1	NA		
IRS1(V)_GBL9007940.txt	MDACC	IRS1	IRS1	NA		
JAB1-M-C_GBL1033943	MDACC	JAB1	JAB1	NA		
JAB1-M-C_GBL1113404	MDACC	JAB1	JAB1	NA		
JAB1-wM-C_GBL1115140	MDACC	JAB1	JAB1	NA		
Jak2-R-V_GBL1114971	MDACC	Jak2	JAK2	NA		
JNK_pT183_RS00273501.txt	MDACC	JNKpT183	JNK	T183		
JNK_pT183_Y185-R-V_GBL1033775	MDACC	JNKpT183Y185	JNK	T183|Y185		
JNK_pT183_Y185-R-V_GBL1113252	MDACC	JNKpT183Y185	JNK	T183|Y185		
JNK_pT183_Y185-wR-V_GBL1115113	MDACC	JNKpT183Y185	JNK	T183|Y185		
JNK2_RS00273606.txt	MDACC	JNK2	JNK2	NA		
JNK2_RS00275697.txt	MDACC	JNK2	JNK2	NA		
JNK2-R-C_GBL1033799	MDACC	JNK2	JNK2	NA		
JNK2-R-C_GBL1113192	MDACC	JNK2	JNK2	NA		
JNK2-R-C_GBL1114884	MDACC	JNK2	JNK2	NA		
JNK2.R.C_GBL.9013864	MDACC	JNK2	JNK2	NA		
JNK2(V)_GBL9008535.txt	MDACC	JNK2	JNK2	NA		
JUNB_GBL9008395.txt	MDACC	JUNB	JUNB	NA		
K.Ras.M.C_GBL.9012899	MDACC	KRas	KRAS	NA		
K.Ras.M.C_GBL.9014281	MDACC	KRas	KRAS	NA		
K.Ras.M.C_GBL.9014287	MDACC	KRas	KRAS	NA		
KU80_GBL9008408.txt	MDACC	KU80	KU80	NA		
KU80_RS00275800.txt	MDACC	KU80	KU80	NA		
Ku80.R.C_GBL.9013867	MDACC	Ku80	KU80	NA		
LCK_GBL9008386.txt	MDACC	LCK	LCK	NA		
Lck-R-V_GBL1033800	MDACC	Lck	LCK	NA		
Lck-R-V_GBL1113193	MDACC	Lck	LCK	NA		
Lck-R-V_GBL1114885	MDACC	Lck	LCK	NA		
LDHA-R-C_GBL1115240	MDACC	LDHA	LDHA	NA		
LKB1_RS00276378 (mouse).txt	MDACC	LKB1	LKB1	NA		
LKB1(mouse)(V)_GBL9007881.txt	MDACC	LKB1	LKB1	NA		
MAPK_pT202_RS00269178.txt	MDACC	MAPKpT202	MAPK	T202		
MAPK_pT202_RS00273598.txt	MDACC	MAPKpT202	MAPK	T202		
MAPK_pT202_RS00275578.txt	MDACC	MAPKpT202	MAPK	T202		
MAPK_pT202_Y204-R-V_GBL1033801	MDACC	MAPKpT202Y204	MAPK	T202|Y204		
MAPK_pT202_Y204-R-V_GBL1113194	MDACC	MAPKpT202Y204	MAPK	T202|Y204		
MAPK_pT202_Y204-wR-V_GBL1115104	MDACC	MAPKpT202Y204	MAPK	T202|Y204		
MAPK_pT202_Y204.R.V_GBL.9012865	MDACC	MAPKpT202Y204	MAPK	T202|Y204		
MAPK_pT202_Y204.R.V_GBL.9012906	MDACC	MAPKpT202Y204	MAPK	T202|Y204		
MAPK_pT202_Y204.R.V_GBL.9013905	MDACC	MAPKpT202Y204	MAPK	T202|Y204		
MAPK_pT202(C)_GBL9007941.txt	MDACC	MAPKpT202	MAPK	T202		
MAPK_pT202(V)_GBL9008325.txt	MDACC	MAPKpT202	MAPK	T202		
Mcl-1-R-V_GBL1033861	MDACC	Mcl1	MCL1	NA		
Mcl-1-R-V_GBL1113322	MDACC	Mcl1	MCL1	NA		
Mcl-1-R-V_GBL1114982	MDACC	Mcl1	MCL1	NA		
MDM2_pS166-R-V_GBL1033854	MDACC	MDM2pS166	MDM2	S166		
MDM2_pS166-R-V_GBL1113315	MDACC	MDM2pS166	MDM2	S166		
MDM2_pS166-R-V_GBL1114970	MDACC	MDM2pS166	MDM2	S166		
MEK1_2_pS217_GBL9008355.txt	MDACC	MEK12pS217	MEK12	S217		
MEK1_2_pS217_RS00269176.txt	MDACC	MEK12pS217	MEK12	S217		
MEK1_2_pS217_RS00275576.txt	MDACC	MEK12pS217	MEK12	S217		
MEK1_pS217_S221-R-V_GBL1033828	MDACC	MEK1pS217S221	MEK1	S217|S221		
MEK1_pS217_S221-R-V_GBL1113279	MDACC	MEK1pS217S221	MEK1	S217|S221		
MEK1_pS217_S221-R-V_GBL1115226	MDACC	MEK1pS217S221	MEK1	S217|S221		
MEK1_pS217_S221.R.V_GBL.9013871	MDACC	MEK1pS217S221	MEK1	S217|S221		
MEK1_RS00269177.txt	MDACC	MEK1	MEK1	NA		
MEK1_RS00273596.txt	MDACC	MEK1	MEK1	NA		
MEK1_RS00275577.txt	MDACC	MEK1	MEK1	NA		
MEK1-R-V_GBL1033802	MDACC	MEK1	MEK1	NA		
MEK1-R-V_GBL1113195	MDACC	MEK1	MEK1	NA		
MEK1-R-V_GBL1114886	MDACC	MEK1	MEK1	NA		
MEK1.R.V_GBL.9013870	MDACC	MEK1	MEK1	NA		
MEK1(V)_GBL9007928.txt	MDACC	MEK1	MEK1	NA		
MEK2-R-V_GBL1033866	MDACC	MEK2	MEK2	NA		
MEK2-R-V_GBL1113327	MDACC	MEK2	MEK2	NA		
MEK2-wR-V_GBL1115131	MDACC	MEK2	MEK2	NA		
Merlin-R-C_GBL1033821	MDACC	Merlin	MERLIN	NA		
Merlin-R-C_GBL1113272	MDACC	Merlin	MERLIN	NA		
Merlin-R-C_GBL1114945	MDACC	Merlin	MERLIN	NA		
MGMT_RS00272750 (MOUSE).txt	MDACC	MGMT	MGMT	NA		
MGMT_RS00276377 (mouse).txt	MDACC	MGMT	MGMT	NA		
MGMT_RS00276599 (mouse) (1_200).txt	MDACC	MGMT	MGMT	NA		
MIF-R-C_GBL1115028	MDACC	MIF	MIF	NA		
MIG.6.M.V_GBL.9012892	MDACC	MIG6	MIG6	NA		
MIG6-M-V_GBL1033905	MDACC	MIG6	MIG6	NA		
MIG6-M-V_GBL1113369	MDACC	MIG6	MIG6	NA		
MIG6-M-V_GBL1115047	MDACC	MIG6	MIG6	NA		
Mitochondria-M-V_GBL1115048	MDACC	Mitochondria	MITOCHONDRIA	NA		
MKLP-1(D17)_GBL9008567.txt	MDACC	MKLP1	MKLP1	NA		
MKLP-1(D17)_GBL9008584.txt	MDACC	MKLP1	MKLP1	NA		
MME(CD10)(mouse)_GBL9007891.txt	MDACC	MME	MME	NA		
MMP2-R-V_GBL1115220	MDACC	MMP2	MMP2	NA		
MRE11_RS00275799.txt	MDACC	MRE11	MRE11	NA		
Mre11.R.C_GBL.9013873	MDACC	Mre11	MRE11	NA		
MSH2_RS00276385 (mouse).txt	MDACC	MSH2	MSH2	NA		
MSH2-M-V_GBL1033900	MDACC	MSH2	MSH2	NA		
MSH2-M-V_GBL1113360	MDACC	MSH2	MSH2	NA		
MSH2-wM-V_GBL1115136	MDACC	MSH2	MSH2	NA		
MSH2.M.C_GBL.9012893	MDACC	MSH2	MSH2	NA		
MSH2(mouse)_GBL9007882.txt	MDACC	MSH2	MSH2	NA		
MSH6-R-C_GBL1033824	MDACC	MSH6	MSH6	NA		
MSH6-R-C_GBL1113275	MDACC	MSH6	MSH6	NA		
MSH6-R-C_GBL1114948	MDACC	MSH6	MSH6	NA		
MSH6.R.C_GBL.9013874	MDACC	MSH6	MSH6	NA		
mTOR_pS2448_GBL9008344.txt	MDACC	mTORpS2448	MTOR	S2448		
mTOR_pS2448_RS00269153.txt	MDACC	mTORpS2448	MTOR	S2448		
mTOR_pS2448-R-C_GBL1033804	MDACC	mTORpS2448	MTOR	S2448		
mTOR_pS2448-R-C_GBL1113197	MDACC	mTORpS2448	MTOR	S2448		
mTOR_pS2448-R-C_GBL1114889	MDACC	mTORpS2448	MTOR	S2448		
mTOR_RS00269154.txt	MDACC	mTOR	MTOR	NA		
mTOR_RS00276015.txt	MDACC	mTOR	MTOR	NA		
mTOR-R-V_GBL1033803	MDACC	mTOR	MTOR	NA		
mTOR-R-V_GBL1113196	MDACC	mTOR	MTOR	NA		
mTOR-R-V_GBL1114888	MDACC	mTOR	MTOR	NA		
mTOR(V)_GBL9008343.txt	MDACC	mTOR	MTOR	NA		
mTOR(V)_GBL9008537.txt	MDACC	mTOR	MTOR	NA		
Myosin-11-R-V_GBL1033848	MDACC	Myosin11	MYOSIN11	NA		
Myosin-11-R-V_GBL1113309	MDACC	Myosin11	MYOSIN11	NA		
Myosin-11-R-V_GBL1115227	MDACC	Myosin11	MYOSIN11	NA		
Myosin-IIa_pS1943-R-V_GBL1033853	MDACC	MyosinIIapS1943	MYOSINIIA	S1943		
Myosin-IIa_pS1943-R-V_GBL1113314	MDACC	MyosinIIapS1943	MYOSINIIA	S1943		
Myosin-IIa_pS1943-R-V_GBL1114969	MDACC	MyosinIIapS1943	MYOSINIIA	S1943		
N-Cadherin_RS00273492.txt	MDACC	NCadherin	NCADHERIN	NA		
N-Cadherin_RS00275863.txt	MDACC	NCadherin	NCADHERIN	NA		
N-Cadherin-R-V_GBL1033805	MDACC	NCadherin	NCADHERIN	NA		
N-Cadherin-R-V_GBL1113198	MDACC	NCadherin	NCADHERIN	NA		
N-Cadherin-wR-V_GBL1115105	MDACC	NCadherin	NCADHERIN	NA		
N-Cadherin(V)_GBL9008538.txt	MDACC	NCadherin	NCADHERIN	NA		
N-Ras-M-V_GBL1033944	MDACC	NRas	NRAS	NA		
N-Ras-M-V_GBL1113394	MDACC	NRas	NRAS	NA		
N-Ras-M-V_GBL1115080	MDACC	NRas	NRAS	NA		
N.Cadherin.R.V_GBL.9013823	MDACC	NCadherin	NCADHERIN	NA		
NAPSIN-A-R-C_GBL1033873	MDACC	NAPSINA	NAPSINA	NA		
NAPSIN-A-R-C_GBL1113334	MDACC	NAPSINA	NAPSINA	NA		
NAPSIN-A-R-C_GBL1114990	MDACC	NAPSINA	NAPSINA	NA		
NBS1_GBL9008313.txt	MDACC	NBS1	NBS1	NA		
NBS1_GBL9008374.txt	MDACC	NBS1	NBS1	NA		
NCKIPS1_RS00276592.txt	MDACC	NCKIPS1	NCKIPS1	NA		
NDRG1_pT346-R-V_GBL1033842	MDACC	NDRG1pT346	NDRG1	T346		
NDRG1_pT346-R-V_GBL1113365	MDACC	NDRG1pT346	NDRG1	T346		
NDRG1_pT346-R-V_GBL1114959	MDACC	NDRG1pT346	NDRG1	T346		
NDUFB4-M-V_GBL1115177	MDACC	NDUFB4	NDUFB4	NA		
NF-kB-p65_pS536-R-C_GBL1033806	MDACC	NFkBp65pS536	NFKBP65	S536		
NF-kB-p65_pS536-R-C_GBL1113199	MDACC	NFkBp65pS536	NFKBP65	S536		
NF-kB-p65_pS536-R-C_GBL1114890	MDACC	NFkBp65pS536	NFKBP65	S536		
NF.kB.p65_pS536.R.C_GBL.9013877	MDACC	NFkBp65pS536	NFKBP65	S536		
NF2.R.C_GBL.9013876	MDACC	NF2	NF2	NA		
Notch 3_RS00275693.txt	MDACC	Notch 3	NOTCH 3	NA		
Notch1-R-V_GBL1033825	MDACC	Notch1	NOTCH1	NA		
Notch1-R-V_GBL1113276	MDACC	Notch1	NOTCH1	NA		
Notch1-wR-V_GBL1115121	MDACC	Notch1	NOTCH1	NA		
Notch1.R.V_GBL.9013878	MDACC	Notch1	NOTCH1	NA		
NOTCH3_RS00273601.txt	MDACC	NOTCH3	NOTCH3	NA		
Notch3-R-C_GBL1115019	MDACC	Notch3	NOTCH3	NA		
Notch3.R.C_GBL.9013879	MDACC	Notch3	NOTCH3	NA		
P-Cadherin-R-C_GBL1115221	MDACC	PCadherin	PCADHERIN	NA		
P-Cadherin(V)_GBL9008316.txt	MDACC	PCadherin	PCADHERIN	NA		
P.Cadherin.R.C_GBL.9013824	MDACC	PCadherin	PCADHERIN	NA		
p16INK4a-R-V_GBL1033865	MDACC	p16INK4a	P16INK4A	NA		
p16INK4a-R-V_GBL1113326	MDACC	p16INK4a	P16INK4A	NA		
p16INK4a-R-V_GBL1114984	MDACC	p16INK4a	P16INK4A	NA		
p21_RS00273502.txt	MDACC	p21	P21	NA		
p21_RS00276016.txt	MDACC	p21	P21	NA		
p21-R-V_GBL1033880	MDACC	p21	P21	NA		
p21-R-V_GBL1113340	MDACC	p21	P21	NA		
p21-R-V_GBL1115018	MDACC	p21	P21	NA		
p21.R.C_GBL.9013880	MDACC	p21	P21	NA		
p21(C)_GBL9007899.txt	MDACC	p21	P21	NA		
p27_pT157-R-C_GBL1033772	MDACC	p27pT157	P27	T157		
p27_pT157-R-C_GBL1113249	MDACC	p27pT157	P27	T157		
p27_pT157-R-C_GBL1114926	MDACC	p27pT157	P27	T157		
p27_pT157.R.C_GBL.9012867	MDACC	p27pT157	P27	T157		
p27_pT157.R.C_GBL.9013906	MDACC	p27pT157	P27	T157		
p27_pT198-R-V_GBL1033774	MDACC	p27pT198	P27	T198		
p27_pT198-R-V_GBL1113251	MDACC	p27pT198	P27	T198		
p27_pT198-wR-V_GBL1115112	MDACC	p27pT198	P27	T198		
p27_pT198.R.V_GBL.9013883	MDACC	p27pT198	P27	T198		
p27_RS00269175.txt	MDACC	p27	P27	NA		
p27_RS00275575.txt	MDACC	p27	P27	NA		
p27-Kip-1-R-V_GBL1033778	MDACC	p27Kip1	P27KIP1	NA		
p27-Kip-1-R-V_GBL1113255	MDACC	p27Kip1	P27KIP1	NA		
p27-Kip-1-wR-V_GBL1115115	MDACC	p27Kip1	P27KIP1	NA		
p27.R.V_GBL.9012866	MDACC	p27	P27	NA		
p27.R.V_GBL.9013881	MDACC	p27	P27	NA		
p27(Kip1)_GBL9008403.txt	MDACC	p27	P27	NA		
p27(mouse)_GBL9007890.txt	MDACC	p27	P27	NA		
p38_MAPK.R.C_GBL.9012868	MDACC	p38MAPK	P38MAPK	NA		
p38_MAPK.R.C_GBL.9013884	MDACC	p38MAPK	P38MAPK	NA		
p38_MAPK.R.C_GBL.9013907	MDACC	p38MAPK	P38MAPK	NA		
p38_pT180_RS00273709.txt	MDACC	p38pT180	P38	T180		
p38_pT180_RS00275580.txt	MDACC	p38pT180	P38	T180		
p38_pT180_Y182-R-V_GBL1033808	MDACC	p38pT180Y182	P38	T180|Y182		
p38_pT180_Y182-R-V_GBL1113201	MDACC	p38pT180Y182	P38	T180|Y182		
p38_pT180_Y182-wR-V_GBL1115106	MDACC	p38pT180Y182	P38	T180|Y182		
p38_pT180_Y182.R.V_GBL.9012869	MDACC	p38pT180Y182	P38	T180|Y182		
p38_pT180_Y182.R.V_GBL.9013885	MDACC	p38pT180Y182	P38	T180|Y182		
p38_pT180_Y182.R.V_GBL.9013908	MDACC	p38pT180Y182	P38	T180|Y182		
p38_pT180(V)_GBL9007932.txt	MDACC	p38pT180	P38	T180		
p38_RS00273500.txt	MDACC	p38	P38	NA		
P38_RS00273710.txt	MDACC	P38	P38	NA		
p38_RS00275581.txt	MDACC	p38	P38	NA		
p38-a-M-V_GBL1115051	MDACC	p38a	P38A	NA		
p38-alpha-M-V_GBL1033908	MDACC	p38alpha	P38ALPHA	NA		
p38-alpha-M-V_GBL1113372	MDACC	p38alpha	P38ALPHA	NA		
p38-R-V_GBL1033807	MDACC	p38	P38	NA		
p38-R-V_GBL1113200	MDACC	p38	P38	NA		
p38-R-V_GBL1114891	MDACC	p38	P38	NA		
p38(V)_GBL9007900.txt	MDACC	p38	P38	NA		
p53_RS002735989.txt	MDACC	p53	P53	NA		
p53_RS00275805 (1_5000).txt	MDACC	p53	P53	NA		
p53_RS00276012.txt	MDACC	p53	P53	NA		
p53-R-C_GBL1033956	MDACC	p53	P53	NA		
p53-R-C_GBL1113202	MDACC	p53	P53	NA		
p53-R-C_GBL1114892	MDACC	p53	P53	NA		
p53.R.V_GBL.9012870	MDACC	p53	P53	NA		
p53.R.V_GBL.9012903	MDACC	p53	P53	NA		
p53.R.V_GBL.9013886	MDACC	p53	P53	NA		
p53(V)_GBL9008550.txt	MDACC	p53	P53	NA		
p70-S6K_pT389-R-V_GBL1033811	MDACC	p70S6KpT389	P70S6K	T389		
p70-S6K_pT389-R-V_GBL1113205	MDACC	p70S6KpT389	P70S6K	T389		
p70-S6K_pT389-R-V_GBL1114894	MDACC	p70S6KpT389	P70S6K	T389		
p70-S6K1-R-V_GBL1033810	MDACC	p70S6K1	P70S6K1	NA		
p70-S6K1-R-V_GBL1113204	MDACC	p70S6K1	P70S6K1	NA		
p70-S6K1-R-V_GBL1114893	MDACC	p70S6K1	P70S6K1	NA		
p70S6k_pT389_RS00269155.txt	MDACC	p70S6kpT389	P70S6K	T389		
p70S6K_pT389_Rs00275816.txt	MDACC	p70S6KpT389	P70S6K	T389		
p70S6K_pT389.R.V_GBL.9013888	MDACC	p70S6KpT389	P70S6K	T389		
p70S6K_pT389(V)_GBL9008551.txt	MDACC	p70S6KpT389	P70S6K	T389		
p70S6k_RS00269156.txt	MDACC	p70S6k	P70S6K	NA		
p70S6K_RS00275817.txt	MDACC	p70S6K	P70S6K	NA		
p70S6K.R.V_GBL.9013887	MDACC	p70S6K	P70S6K	NA		
p70S6K(V)_GBL9008371.txt	MDACC	p70S6K	P70S6K	NA		
p85_PI3K_RS00267488.txt	MDACC	p85PI3K	P85PI3K	NA		
p85_PI3K_RS00275456.txt	MDACC	p85PI3K	P85PI3K	NA		
p85_PI3K_RS00275809.txt	MDACC	p85PI3K	P85PI3K	NA		
p90RSK_GBL9008510.txt	MDACC	p90RSK	P90RSK	NA		
p90RSK_pT359_RS00273607.txt	MDACC	p90RSKpT359	P90RSK	T359		
p90RSK_pT359_RS00275698.txt	MDACC	p90RSKpT359	P90RSK	T359		
p90RSK_pT359_RS00276598  (1_500).txt	MDACC	p90RSKpT359	P90RSK	T359		
p90RSK_pT359_S363.R.C_GBL.9013889	MDACC	p90RSKpT359S363	P90RSK	T359|S363		
p90RSK_pT359(C )_GBL9008401.txt	MDACC	p90RSKpT359	P90RSK	T359		
p90RSK_pT359(C)_GBL9008392.txt	MDACC	p90RSKpT359	P90RSK	T359		
p90RSK_pT573-wR-C_GBL1115241	MDACC	p90RSKpT573	P90RSK	T573		
p90RSK_RS00267489.txt	MDACC	p90RSK	P90RSK	NA		
p90RSK_RS00273764.txt	MDACC	p90RSK	P90RSK	NA		
p90RSK_RS00275699.txt	MDACC	p90RSK	P90RSK	NA		
p90RSK_RS00275807.txt	MDACC	p90RSK	P90RSK	NA		
PAI-1_RS00273753 (MOUSE).txt	MDACC	PAI1	PAI1	NA		
PAI-1-M-V_GBL1033891	MDACC	PAI1	PAI1	NA		
PAI-1-M-V_GBL1113351	MDACC	PAI1	PAI1	NA		
PAI-1-M-V_GBL1115034	MDACC	PAI1	PAI1	NA		
PAI-1(mouse)_GBL9008581.txt	MDACC	PAI1	PAI1	NA		
PAR-R-C_GBL1115002	MDACC	PAR	PAR	NA		
PARP_cleaved_RS00276371 (mouse).txt	MDACC	PARPcleaved	PARPCLEAVED	NA		
PARP_cleaved.M.C_GBL.9012894	MDACC	PARPcleaved	PARPCLEAVED	NA		
PARP_RS00267493 (Rabbit).txt	MDACC	PARP	PARP	NA		
PARP_RS00273765 (RABBIT).txt	MDACC	PARP	PARP	NA		
PARP_RS00275707 (Rabbit).txt	MDACC	PARP	PARP	NA		
PARP-cleaved-M-Q_GBL1115167	MDACC	PARPcleaved	PARPCLEAVED	NA		
PARP-cleaved-M-QC_GBL1033892	MDACC	PARPcleaved	PARPCLEAVED	NA		
PARP-cleaved-M-QC_GBL1113352	MDACC	PARPcleaved	PARPCLEAVED	NA		
PARP(cleaved)(mouse)(C)_GBL9007889.txt	MDACC	PARP	PARP	NA		
PARP1_RS00273424 (mouse).txt	MDACC	PARP1	PARP1	NA		
PARP1-R-V_GBL1033887	MDACC	PARP1	PARP1	NA		
PARP1-R-V_GBL1113347	MDACC	PARP1	PARP1	NA		
PARP1-R-V_GBL1115030	MDACC	PARP1	PARP1	NA		
PAX2_GBL9008357.txt	MDACC	PAX2	PAX2	NA		
PAX2_RS00275803.txt	MDACC	PAX2	PAX2	NA		
Paxillin-R-C_GBL1033812	MDACC	Paxillin	PAXILLIN	NA		
Paxillin-R-C_GBL1113206	MDACC	Paxillin	PAXILLIN	NA		
Paxillin-R-C_GBL1114895	MDACC	Paxillin	PAXILLIN	NA		
Paxillin.R.V_GBL.9013890	MDACC	Paxillin	PAXILLIN	NA		
PCNA_RS00273756 (mouse).txt	MDACC	PCNA	PCNA	NA		
PCNA_RS00276379 (mouse).txt	MDACC	PCNA	PCNA	NA		
PCNA-M-C_GBL1033893	MDACC	PCNA	PCNA	NA		
PCNA-M-C_GBL1113353	MDACC	PCNA	PCNA	NA		
PCNA-M-C_GBL1115035	MDACC	PCNA	PCNA	NA		
PCNA.M.V_GBL.9012900	MDACC	PCNA	PCNA	NA		
PCNA.M.V_GBL.9014288	MDACC	PCNA	PCNA	NA		
PCNA(mouse)_GBL9008511.txt	MDACC	PCNA	PCNA	NA		
Pdcd-1L1-G-C_GBL1033925	MDACC	Pdcd1L1	PDCD1L1	NA		
Pdcd-1L1-G-C_GBL1113407	MDACC	Pdcd1L1	PDCD1L1	NA		
Pdcd-1L1-G-C_GBL1115095	MDACC	Pdcd1L1	PDCD1L1	NA		
Pdcd4-R-C_GBL1033770	MDACC	Pdcd4	PDCD4	NA		
Pdcd4-R-C_GBL1113247	MDACC	Pdcd4	PDCD4	NA		
Pdcd4-R-C_GBL1114924	MDACC	Pdcd4	PDCD4	NA		
PDGFR-b-R-V_GBL1115230	MDACC	PDGFRb	PDGFRB	NA		
PDGFR-beta-R-V_GBL1033862	MDACC	PDGFRbeta	PDGFRBETA	NA		
PDGFR-beta-R-V_GBL1113323	MDACC	PDGFRbeta	PDGFRBETA	NA		
PDK1_pS241_RS00269163.txt	MDACC	PDK1pS241	PDK1	S241		
PDK1_pS241_RS00275824.txt	MDACC	PDK1pS241	PDK1	S241		
PDK1_pS241-R-V_GBL1033814	MDACC	PDK1pS241	PDK1	S241		
PDK1_pS241-R-V_GBL1113208	MDACC	PDK1pS241	PDK1	S241		
PDK1_pS241-R-V_GBL1114897	MDACC	PDK1pS241	PDK1	S241		
PDK1_pS241.R.V_GBL.9012871	MDACC	PDK1pS241	PDK1	S241		
PDK1_pS241.R.V_GBL.9013891	MDACC	PDK1pS241	PDK1	S241		
PDK1_pS241(V)_GBL9008326.txt	MDACC	PDK1pS241	PDK1	S241		
PDK1_RS00269164.txt	MDACC	PDK1	PDK1	NA		
PDK1_RS00273594.txt	MDACC	PDK1	PDK1	NA		
PDK1_RS00275825.txt	MDACC	PDK1	PDK1	NA		
PDK1-R-V_GBL1033813	MDACC	PDK1	PDK1	NA		
PDK1-R-V_GBL1113207	MDACC	PDK1	PDK1	NA		
PDK1-wR-V_GBL1115107	MDACC	PDK1	PDK1	NA		
PEA-15_pS116-R-V_GBL1033790	MDACC	PEA15pS116	PEA15	S116		
PEA-15_pS116-R-V_GBL1113267	MDACC	PEA15pS116	PEA15	S116		
PEA-15_pS116-R-V_GBL1114939	MDACC	PEA15pS116	PEA15	S116		
PEA-15-R-V_GBL1033789	MDACC	PEA15	PEA15	NA		
PEA-15-R-V_GBL1113266	MDACC	PEA15	PEA15	NA		
PEA-15-R-V_GBL1114938	MDACC	PEA15	PEA15	NA		
Pea.15.R.V_GBL.9013892	MDACC	Pea15	PEA15	NA		
PI3K_P110a_RS00273576.txt	MDACC	PI3KP110a	PI3KP110A	NA		
PI3K_p110a_RS00275859.txt	MDACC	PI3Kp110a	PI3K	NA		
PI3K-p110-a-R-C_GBL1114922	MDACC	PI3Kp110a	PI3K	NA		
PI3K-p110-alpha-R-C_GBL1033769	MDACC	PI3Kp110alpha	PI3K	NA		
PI3K-p110-alpha-R-C_GBL1113236	MDACC	PI3Kp110alpha	PI3K	NA		
PI3K-p110-b-M-C_GBL1115176	MDACC	PI3Kp110b	PI3K	NA		
PI3K-p85-R-V_GBL1033815	MDACC	PI3Kp85	PI3K	NA		
PI3K-p85-R-V_GBL1113209	MDACC	PI3Kp85	PI3K	NA		
PI3K-p85-R-V_GBL1114898	MDACC	PI3Kp85	PI3K	NA		
PI3K.p110.alpha.R.C_GBL.9013894	MDACC	PI3Kp110alpha	PI3K	NA		
PI3K.p85.R.V_GBL.9013895	MDACC	PI3Kp85	PI3K	NA		
PI3Kp110a(C)_GBL9008552.txt	MDACC	PI3Kp110a	PI3KP110A	NA		
PI3Kp85_GBL9008332.txt	MDACC	PI3Kp85	PI3KP85	NA		
PKC-a_pS657-R-C_GBL1114899	MDACC	PKCapS657	PKCA	S657		
PKC-a-M-V_GBL1115036	MDACC	PKCa	PKCA	NA		
PKC-alpha_pS657-R-C_GBL1033816	MDACC	PKCalphapS657	PKCALPHA	S657		
PKC-alpha_pS657-R-C_GBL1113210	MDACC	PKCalphapS657	PKCALPHA	S657		
PKC-alpha-M-V_GBL1033894	MDACC	PKCalpha	PKCALPHA	NA		
PKC-alpha-M-V_GBL1113354	MDACC	PKCalpha	PKCALPHA	NA		
PKC-b-II_pS660-R-V_GBL1114963	MDACC	PKCbIIpS660	PKCBII	S660		
PKC-beta-II_pS660-R-V_GBL1033846	MDACC	PKCbetaIIpS660	PKCBETAII	S660		
PKC-beta-II_pS660-R-V_GBL1113307	MDACC	PKCbetaIIpS660	PKCBETAII	S660		
PKC-delta_pS664_GBL9008358.txt	MDACC	PKCdeltapS664	PKCDELTA	S664		
PKC-delta_pS664-R-V_GBL1033784	MDACC	PKCdeltapS664	PKCDELTA	S664		
PKC-delta_pS664-R-V_GBL1113261	MDACC	PKCdeltapS664	PKCDELTA	S664		
PKC-delta_pS664-R-V_GBL1114931	MDACC	PKCdeltapS664	PKCDELTA	S664		
PKC.alpha_pS657.R.V_GBL.9013896	MDACC	PKCalphapS657	PKCALPHA	S657		
PKC.alpha.M.V_GBL.9012895	MDACC	PKCalpha	PKCALPHA	NA		
PKCa_GBL9008310.txt	MDACC	PKCa	PKCA	NA		
PKCa_pS657_GBL9008518.txt	MDACC	PKCapS657	PKCA	S657		
PKCa_pS657_RS00273717.txt	MDACC	PKCapS657	PKCA	S657		
PKCa_pS657_RS00275588.txt	MDACC	PKCapS657	PKCA	S657		
PKCa_RS00273419 (MOUSE).txt	MDACC	PKCa	PKCA	NA		
PKCa_RS00273751 (mouse).txt	MDACC	PKCa	PKCA	NA		
PKCa_RS00276607 (mouse).txt	MDACC	PKCa	PKCA	NA		
PKCa(mouse)(V)_GBL9007876.txt	MDACC	PKCa	PKCA	NA		
PLC-gamma2_pY759-R-C_GBL1115224	MDACC	PLCgamma2pY759	PLCGAMMA2	Y759		
PLCR2_pY759_GBL9008347.txt	MDACC	PLCR2pY759	PLCR2	Y759		
PLK1_GBL9008348.txt	MDACC	PLK1	PLK1	NA		
PLK1-R-C_GBL1114915	MDACC	PLK1	PLK1	NA		
PMS2-R-V_GBL1033867	MDACC	PMS2	PMS2	NA		
PMS2-R-V_GBL1113328	MDACC	PMS2	PMS2	NA		
PMS2-R-V_GBL1114985	MDACC	PMS2	PMS2	NA		
Porin-M-V_GBL1033946	MDACC	Porin	PORIN	NA		
Porin-M-V_GBL1113378	MDACC	Porin	PORIN	NA		
Porin-M-V_GBL1115058	MDACC	Porin	PORIN	NA		
PR_RS00273725.txt	MDACC	PR	PR	NA		
PR_RS00276019.txt	MDACC	PR	PR	NA		
PR-R-V_GBL1033720	MDACC	PR	PR	NA		
PR-R-V_GBL1113211	MDACC	PR	PR	NA		
PR-wR-V_GBL1115108	MDACC	PR	PR	NA		
PR.R.V_GBL.9013898	MDACC	PR	PR	NA		
PR(V)_GBL9008522.txt	MDACC	PR	PR	NA		
PRAS40_pT246-R-V_GBL1033737	MDACC	PRAS40pT246	PRAS40	T246		
