ID1	ID2	Symbols	Sites	Effect
HER2_pY1248_RS00273507	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248_RS00275854 (better)	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248.R.C_GBL1033827	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248.R.C_GBL1113278	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248.R.C_GBL1114949	HER2pY1248	ERBB2	Y1248	a
HER2_pY1248(V)_GBL9008532	HER2pY1248	ERBB2	Y1248	a
HER3.R.V_GBL9026224	HER3	ERBB3		c
HER3.R.V_GBL1033884	HER3	ERBB3		c
HER3.R.V_GBL1113344	HER3	ERBB3		c
HER3.R.V_GBL1115024	HER3	ERBB3		c
HER3.R.V_GBL.9012902	HER3	ERBB3		c
HER3.R.V_GBL.9013859	HER3	ERBB3		c
HER3.pY1289	HER3_pY1289	ERBB3	Y1289	a
HER3_pY1289.R.C_GBL1033736	HER3pY1289	ERBB3	Y1289	a
HER3_pY1289.R.C_GBL1113227	HER3pY1289	ERBB3	Y1289	a
HER3_pY1289.R.C_GBL1114913	HER3pY1289	ERBB3	Y1289	a
HER3_pY1298.R.C_GBL9026225	HER3pY1298	ERBB3	Y1298|Y1289	a
HER3_pY1298.R.C_GBL.9013860	HER3pY1298	ERBB3	Y1298	a
Heregulin.R.V_GBL1033776	Heregulin	NRG1		c
Heregulin.R.V_GBL1113253	Heregulin	NRG1		c
Heregulin.wR.V_GBL1115114	Heregulin	NRG1		c
Hexokinase.II.R.V_GBL1115223	HexokinaseII	HK2 		c
HIAP.R.C_GBL1033783	HIAP	BIRC3		c
HIAP.R.C_GBL1113260	HIAP	BIRC3		c
HIAP.R.C_GBL1114930	HIAP	BIRC3		c
HIAP.R.C_GBL1033783	HIAP	BIRC2		c
HIAP.R.C_GBL1113260	HIAP	BIRC2		c
HIAP.R.C_GBL1114930	HIAP	BIRC2		c
HIAP.R.C_GBL1033783	HIAP	XIAP		c
HIAP.R.C_GBL1113260	HIAP	XIAP		c
HIAP.R.C_GBL1114930	HIAP	XIAP		c
Hif.1.alpha.M.C_GBL1115174	Hif1alpha	HIF1A		c
Histone H3_pS10_GBL9008569	Histone H3pS10	H3F3A	S10	a
Histone.H3.R.V_GBL1033869	HistoneH3	H3F3A		c
Histone.H3.R.V_GBL1113412	HistoneH3	H3F3A		c
Histone.H3.R.V_GBL1115242	HistoneH3	H3F3A		c
Histone H3_pS10_GBL9008569	Histone H3pS10	H3F3B	S10	a
Histone.H3.R.V_GBL1033869	HistoneH3	H3F3B		c
Histone.H3.R.V_GBL1113412	HistoneH3	H3F3B		c
Histone.H3.R.V_GBL1115242	HistoneH3	H3F3B		c
HLA.E(mouse)(V)_GBL9007879	HLAE	HLA.E 		c
HSP27_RS00273423 (MOUSE)	HSP27	HSPB1		c
HSP27_RS00276610 (mouse)	HSP27	HSPB1		c
HSP27.M.C_GBL1115033	HSP27	HSPB1		c
HSP27(mouse)(C )_GBL9008533	HSP27	HSPB1		c
HSP27(mouse)(C)_GBL9007883	HSP27	HSPB1		c
HSP27_pS82.R.V_GBL1115219	HSP27pS82	HSPB1	S82	a
HSP27_RS00273423 (MOUSE)	HSP27	HSPB2		c
HSP27_RS00276610 (mouse)	HSP27	HSPB2		c
HSP27.M.C_GBL1115033	HSP27	HSPB2		c
HSP27(mouse)(C )_GBL9008533	HSP27	HSPB2		c
HSP27(mouse)(C)_GBL9007883	HSP27	HSPB2		c
HSP27_pS82.R.V_GBL1115219	HSP27pS82	HSPB2	S82	a
HSP70.R.C_GBL1115239	HSP70	HSPA1A		c
HSP70(C )_GBL9008534	HSP70	HSPA1A		c
IGF.1R	IGF1R	IGF1R		c
IGF1Rb	IGF1Rb	IGF1R		c
IGF.1R.beta.R.C_GBL9026226	IGF1Rb	IGF1R		c
IGF1R.b.R.V_GBL1114980	IGF1Rb	IGF1R		c
IGF1Rb(V)_GBL9007939	IGF1Rb	IGF1R		c
IGF.1R.beta/Insulin Receptor beta (phospho.Tyr1135,Tyr1136/Tyr1150,Tyr1151)	IGF1Rb_pY1135_Y1136_Y1150_Y1151	IGF1R	Y1135|Y1136|Y1150|Y1151	a
IGF.1R (phospho.Tyr1162,Tyr1163)	IGF1Rb_pY1162_pY1163	IGF1R	Y1162|Y1163	a
IGF.1R.beta.R.C_GBL.9013861	IGF1Rbeta	IGF1R		c
IGF1R.beta.R.V_GBL1033860	IGF1Rbeta	IGF1R		c
IGF1R.beta.R.V_GBL1113321	IGF1Rbeta	IGF1R		c
IGF1R_pY1135_Y1136.wR.V_GBL1115236	IGF1RpY1135Y1136	IGF1R	Y1135|Y1136	a
IGFBP2.R.V_GBL9026227	IGFBP2	IGFBP2		c
IGFBP2_RS00273499	IGFBP2	IGFBP2		c
IGFBP2_RS00275869	IGFBP2	IGFBP2		c
IGFBP2.R.V_GBL1033922	IGFBP2	IGFBP2		c
IGFBP2.R.V_GBL1113191	IGFBP2	IGFBP2		c
IGFBP2.R.V_GBL1114882	IGFBP2	IGFBP2		c
IGFBP2.R.V_GBL.9013862	IGFBP2	IGFBP2		c
IGFBP2(V)_GBL9007938	IGFBP2	IGFBP2		c
IGFBP5.G.C_GBL1115096	IGFBP5	IGFBP5		c
IGFR1.B_RS00267491	IGFR1B	IGFR1		c
IGFR1_pY1135_RS00267490	IGFR1pY1135	IGFR1	Y1135	a
IGFR1_pY1135_RS00275708	IGFR1pY1135	IGFR1	Y1135	a
IGFR.b.R.C_GBL1114883	IGFRb	IGFR1		c
IkB.alpha (phospho.Ser32)	IkBa_pS32	NFKBIA	S32	i
INPP4B.G.C_GBL9026331	INPP4B	INPP4B		c
INPP4b.R.V_GBL1033826	INPP4b	INPP4B		c
INPP4b.R.V_GBL1113277	INPP4b	INPP4B		c
INPP4b.wR.V_GBL1115122	INPP4b	INPP4B		c
INPP4B.G.C_GBL.9014286	INPP4B	INPP4B		c
IRAK1	IRAK1	IRAK1		c
IGF.1R.beta/Insulin Receptor beta (phospho.Tyr1135,Tyr1136/Tyr1150,Tyr1151)	IRb_pY1135_Y1136_Y1150_Y1151	INSR	Y1135|Y1136|Y1150|Y1151	a
IRF.1.R.C_GBL1115027	IRF1	IRF1		c
IRS.1	IRS1	IRS1		c
IRS1.R.V_GBL9026228	IRS1	IRS1		c
IRS.1_RS00269162	IRS1	IRS1		c
IRS1_RS00276014	IRS1	IRS1		c
IRS1.R.V_GBL1033768	IRS1	IRS1		c
IRS1.R.V_GBL1113235	IRS1	IRS1		c
IRS1.R.V_GBL1114921	IRS1	IRS1		c
IRS1.R.V_GBL.9013863	IRS1	IRS1		c
IRS1(V)_GBL9007940	IRS1	IRS1		c
IRS.1 (phospho.Ser636,Ser639)	IRS1_pS639	IRS1	S639|S636	i
IRS.1_pS307_RS00269161	IRS1pS307	IRS1	S307	i
IRS1_pS307_GBL9008519	IRS1pS307	IRS1	S307	i
IRS1_pS307_RS00275822	IRS1pS307	IRS1	S307	i
JAB1.M.C_GBL1033943	JAB1	COPS5 		c
JAB1.M.C_GBL1113404	JAB1	COPS5 		c
JAB1.wM.C_GBL1115140	JAB1	COPS5 		c
Jak2.R.V_GBL1114971	Jak2	JAK2		c
JNK_pT183_pT185.R.V_GBL9026343	JNK1pT183	MAPK8	T183|Y185	a
JNK2.R.C_GBL9026230	JNK2	MAPK9		c
JNK2_RS00273606	JNK2	MAPK9		c
JNK2_RS00275697	JNK2	MAPK9		c
JNK2.R.C_GBL1033799	JNK2	MAPK9		c
JNK2.R.C_GBL1113192	JNK2	MAPK9		c
JNK2.R.C_GBL1114884	JNK2	MAPK9		c
JNK2.R.C_GBL.9013864	JNK2	MAPK9		c
JNK2(V)_GBL9008535	JNK2	MAPK9		c
JNK_pT183_RS00273501	JNKpT183	MAPK8	T183	a
JNK_pT183_Y185.R.V_GBL1033775	JNKpT183Y185	MAPK8	T183|Y185	a
JNK_pT183_Y185.R.V_GBL1113252	JNKpT183Y185	MAPK8	T183|Y185	a
JNK_pT183_Y185.wR.V_GBL1115113	JNKpT183Y185	MAPK8	T183|Y185	a
JNK_pT183_RS00273501	JNKpT183	MAPK9	T183	a
JNK_pT183_Y185.R.V_GBL1033775	JNKpT183Y185	MAPK9	T183|Y185	a
JNK_pT183_Y185.R.V_GBL1113252	JNKpT183Y185	MAPK9	T183|Y185	a
JNK_pT183_Y185.wR.V_GBL1115113	JNKpT183Y185	MAPK9	T183|Y185	a
JUNB_GBL9008395	JUNB	JUNB		c
Ki.67 (Annexin II, p36)	Ki67	MKI67		c
p27.R.V_GBL9026248	KIP1/p27	CDKN1B		c
p27_pT157.R.C_GBL9026249	KIP1/p27pT157	CDKN1B	T157	a
p27_pT198.R.V_GBL9026250	KIP1/p27pT198	CDKN1B	T198	a
K.Ras.M.C_GBL9026322	KRas	KRAS		c
K.Ras.M.C_GBL.9012899	KRas	KRAS		c
K.Ras.M.C_GBL.9014281	KRas	KRAS		c
K.Ras.M.C_GBL.9014287	KRas	KRAS		c
KU80_GBL9008408	KU80	XRCC5		c
KU80_RS00275800	KU80	XRCC5		c
Ku80.R.C_GBL.9013867	Ku80	XRCC5		c
KU80_GBL9008408	KU80	XRCC6		c
KU80_RS00275800	KU80	XRCC6		c
Ku80.R.C_GBL.9013867	Ku80	XRCC6		c
LCK_GBL9008386	LCK	LCK		c
Lck.R.V_GBL1033800	Lck	LCK		c
Lck.R.V_GBL1113193	Lck	LCK		c
Lck.R.V_GBL1114885	Lck	LCK		c
LDHA.R.C_GBL1115240	LDHA	LDHA		c
LKB1_RS00276378 (mouse)	LKB1	STK11		c
LKB1(mouse)(V)_GBL9007881	LKB1	STK11		c
MAPK_pT202_RS00269178	MAPKpT202	MAPK1	T202	a
MAPK_pT202_RS00273598	MAPKpT202	MAPK1	T202	a
MAPK_pT202_RS00275578	MAPKpT202	MAPK1	T202	a
MAPK_pT202(C)_GBL9007941	MAPKpT202	MAPK1	T202	a
MAPK_pT202(V)_GBL9008325	MAPKpT202	MAPK1	T202	a
MAPK_pT202_Y204.R.V_GBL1033801	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL1113194	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_Y204.wR.V_GBL1115104	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9012865	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9012906	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9013905	MAPKpT202Y204	MAPK1	T202|Y204	a
MAPK_pT202_RS00269178	MAPKpT202	MAPK3	T202	a
MAPK_pT202_RS00273598	MAPKpT202	MAPK3	T202	a
MAPK_pT202_RS00275578	MAPKpT202	MAPK3	T202	a
MAPK_pT202(C)_GBL9007941	MAPKpT202	MAPK3	T202	a
MAPK_pT202(V)_GBL9008325	MAPKpT202	MAPK3	T202	a
MAPK_pT202_Y204.R.V_GBL1033801	MAPKpT202Y204	MAPK3	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL1113194	MAPKpT202Y204	MAPK3	T202|Y204	a
MAPK_pT202_Y204.wR.V_GBL1115104	MAPKpT202Y204	MAPK3	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9012865	MAPKpT202Y204	MAPK3	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9012906	MAPKpT202Y204	MAPK3	T202|Y204	a
MAPK_pT202_Y204.R.V_GBL.9013905	MAPKpT202Y204	MAPK3	T202|Y204	a
Mcl.1.R.V_GBL1033861	Mcl1	MCL1		c
Mcl.1.R.V_GBL1113322	Mcl1	MCL1		c
Mcl.1.R.V_GBL1114982	Mcl1	MCL1		c
MDM2_pS166.R.V_GBL1033854	MDM2pS166	MDM2	S166	a
MDM2_pS166.R.V_GBL1113315	MDM2pS166	MDM2	S166	a
MDM2_pS166.R.V_GBL1114970	MDM2pS166	MDM2	S166	a
MEK1/2	MEK1	MAP2K1		c
MEK1.R.V_GBL9026234	MEK1	MAP2K1		c
MEK1_RS00269177	MEK1	MAP2K1		c
MEK1_RS00273596	MEK1	MAP2K1		c
MEK1_RS00275577	MEK1	MAP2K1		c
MEK1.R.V_GBL1033802	MEK1	MAP2K1		c
MEK1.R.V_GBL1113195	MEK1	MAP2K1		c
MEK1.R.V_GBL1114886	MEK1	MAP2K1		c
MEK1.R.V_GBL.9013870	MEK1	MAP2K1		c
MEK1(V)_GBL9007928	MEK1	MAP2K1		c
MEK1/2 (phospho.Ser217/221)	MEK1/2_pS217	MAP2K1	S217|S221	a
MEK1/2 (phospho.Ser217/221)	MEK1/2_pS221	MAP2K2	S217|S221	a
MEK1_2_pS217_GBL9008355	MEK12pS217	MAP2K1	S217	a
MEK1_2_pS217_RS00269176	MEK12pS217	MAP2K1	S217	a
MEK1_2_pS217_RS00275576	MEK12pS217	MAP2K1	S217	a
MEK1_pS217_S221.R.V_GBL9026345	MEK1pS217	MAP2K1	S217|S218|S222	a
MEK1_pS217_S221.R.V_GBL1033828	MEK1pS217S221	MAP2K1	S217|S221	a
MEK1_pS217_S221.R.V_GBL1113279	MEK1pS217S221	MAP2K1	S217|S221	a
MEK1_pS217_S221.R.V_GBL1115226	MEK1pS217S221	MAP2K1	S217|S221	a
MEK1_pS217_S221.R.V_GBL.9013871	MEK1pS217S221	MAP2K1	S217|S221	a
MEK1/2	MEK2	MAP2K2		c
MEK2.R.V_GBL1033866	MEK2	MAP2K2		c
MEK2.R.V_GBL1113327	MEK2	MAP2K2		c
MEK2.wR.V_GBL1115131	MEK2	MAP2K2		c
Merlin.R.C_GBL1033821	Merlin	NF2		c
Merlin.R.C_GBL1113272	Merlin	NF2		c
Merlin.R.C_GBL1114945	Merlin	NF2		c
MET	MET	MET		c
Met (phospho.Tyr1234/1235)	Met_pY1234	MET	Y1234	a
MGMT_RS00272750 (MOUSE)	MGMT	MGMT		c
MGMT_RS00276377 (mouse)	MGMT	MGMT		c
MGMT_RS00276599 (mouse) (1_200)	MGMT	MGMT		c
MIF.R.C_GBL1115028	MIF	MIF		c
MIG.6.M.V_GBL9026315	MIG6	ERRFI1		c
MIG.6.M.V_GBL.9012892	MIG6	ERRFI1		c
MIG6.M.V_GBL1033905	MIG6	ERRFI1		c
MIG6.M.V_GBL1113369	MIG6	ERRFI1		c
MIG6.M.V_GBL1115047	MIG6	ERRFI1		c
MITF	MITF	MITF		c
Mitochondria.M.V_GBL1115048	Mitochondria	MITOCHONDRIA		c
MKLP.1(D17)_GBL9008567	MKLP1	KIF23		c
MKLP.1(D17)_GBL9008584	MKLP1	KIF23		c
MME(CD10)(mouse)_GBL9007891	MME	MME		c
MMP2.R.V_GBL1115220	MMP2	MMP2		c
Mre11.R.C_GBL9026237	Mre11	MRE11A		c
MRE11_RS00275799	MRE11	MRE11A		c
Mre11.R.C_GBL.9013873	Mre11	MRE11A		c
MSH2.M.C_GBL9026316	MSH2	MSH2		c
MSH2_RS00276385 (mouse)	MSH2	MSH2		c
MSH2.M.V_GBL1033900	MSH2	MSH2		c
MSH2.M.V_GBL1113360	MSH2	MSH2		c
MSH2.wM.V_GBL1115136	MSH2	MSH2		c
MSH2.M.C_GBL.9012893	MSH2	MSH2		c
MSH2(mouse)_GBL9007882	MSH2	MSH2		c
MSH6.R.C_GBL9026238	MSH6	MSH6		c
MSH6.R.C_GBL1033824	MSH6	MSH6		c
MSH6.R.C_GBL1113275	MSH6	MSH6		c
MSH6.R.C_GBL1114948	MSH6	MSH6		c
MSH6.R.C_GBL.9013874	MSH6	MSH6		c
mTOR	mTOR	MTOR		c
mTOR.R.V_GBL9026239	mTOR	MTOR		c
mTOR_RS00269154	mTOR	MTOR		c
mTOR_RS00276015	mTOR	MTOR		c
mTOR.R.V_GBL1033803	mTOR	MTOR		c
mTOR.R.V_GBL1113196	mTOR	MTOR		c
mTOR.R.V_GBL1114888	mTOR	MTOR		c
mTOR(V)_GBL9008343	mTOR	MTOR		c
mTOR(V)_GBL9008537	mTOR	MTOR		c
mTOR (phospho.Ser2448)	mTOR_pS2448	MTOR	S2448	a
mTOR_.pS2448.R.C_GBL9026240	mTORpS2448	MTOR	S2448	a
mTOR_pS2448_GBL9008344	mTORpS2448	MTOR	S2448	a
mTOR_pS2448_RS00269153	mTORpS2448	MTOR	S2448	a
mTOR_pS2448.R.C_GBL1033804	mTORpS2448	MTOR	S2448	a
mTOR_pS2448.R.C_GBL1113197	mTORpS2448	MTOR	S2448	a
mTOR_pS2448.R.C_GBL1114889	mTORpS2448	MTOR	S2448	a
Myosin.11.R.V_GBL1033848	Myosin11	MYH11		c
Myosin.11.R.V_GBL1113309	Myosin11	MYH11		c
Myosin.11.R.V_GBL1115227	Myosin11	MYH11		c
Myosin.IIa_pS1943.R.V_GBL1033853	MyosinIIapS1943	MYH2	S1943	i
Myosin.IIa_pS1943.R.V_GBL1113314	MyosinIIapS1943	MYH2	S1943	i
Myosin.IIa_pS1943.R.V_GBL1114969	MyosinIIapS1943	MYH2	S1943	i
NAPSIN.A.R.C_GBL1033873	NAPSINA	NAPSA		c
NAPSIN.A.R.C_GBL1113334	NAPSINA	NAPSA		c
NAPSIN.A.R.C_GBL1114990	NAPSINA	NAPSA		c
NBS1_GBL9008313	NBS1	NBN 		c
NBS1_GBL9008374	NBS1	NBN 		c
N.Cadherin	NCadherin	CDH2		c
N.Cadherin.R.V_GBL9026341	NCadherin	CDH2		c
N.Cadherin_RS00273492	NCadherin	CDH2		c
N.Cadherin_RS00275863	NCadherin	CDH2		c
N.Cadherin.R.V_GBL1033805	NCadherin	CDH2		c
N.Cadherin.R.V_GBL1113198	NCadherin	CDH2		c
N.Cadherin.wR.V_GBL1115105	NCadherin	CDH2		c
N.Cadherin(V)_GBL9008538	NCadherin	CDH2		c
N.Cadherin.R.V_GBL.9013823	NCadherin	CDH2		c
NCKIPS1_RS00276592	NCKIPS1	PSEN1		c
NDRG1_pT346.R.V_GBL1033842	NDRG1pT346	NDRG1	T346	a
NDRG1_pT346.R.V_GBL1113365	NDRG1pT346	NDRG1	T346	a
NDRG1_pT346.R.V_GBL1114959	NDRG1pT346	NDRG1	T346	a
NDUFB4.M.V_GBL1115177	NDUFB4	NDUFB4		c
NF2.R.C_GBL9026243	NF2	NF2		c
NF2.R.C_GBL.9013876	NF2	NF2		c
NFkB p65 (phospho.Ser536)	NFkBp65_pS536	RELA	S536	a
NF.kB.p65_pS536.R.C_GBL9026242	NFkBp65pS536	RELA	T536	a
NF.kB.p65_pS536.R.C_GBL1033806	NFkBp65pS536	RELA	S536	a
NF.kB.p65_pS536.R.C_GBL1113199	NFkBp65pS536	RELA	S536	a
NF.kB.p65_pS536.R.C_GBL1114890	NFkBp65pS536	RELA	S536	a
NF.kB.p65_pS536.R.C_GBL.9013877	NFkBp65pS536	RELA	S536	a
Notch 3_RS00275693	Notch 3	NOTCH3		c
Notch1.R.V_GBL9026244	Notch1	NOTCH1		c
Notch1.R.V_GBL1033825	Notch1	NOTCH1		c
Notch1.R.V_GBL1113276	Notch1	NOTCH1		c
Notch1.wR.V_GBL1115121	Notch1	NOTCH1		c
Notch1.R.V_GBL.9013878	Notch1	NOTCH1		c
Notch3.R.C_GBL9026246	Notch3	NOTCH3		c
NOTCH3_RS00273601	NOTCH3	NOTCH3		c
Notch3.R.C_GBL1115019	Notch3	NOTCH3		c
Notch3.R.C_GBL.9013879	Notch3	NOTCH3		c
N.Ras.M.V_GBL1033944	NRas	NRAS		c
N.Ras.M.V_GBL1113394	NRas	NRAS		c
N.Ras.M.V_GBL1115080	NRas	NRAS		c
P.Cadherin	P.Cadherin	CDH3		c
p16INK4a.R.V_GBL1033865	p16INK4a	CDKN2A		c
p16INK4a.R.V_GBL1113326	p16INK4a	CDKN2A		c
p16INK4a.R.V_GBL1114984	p16INK4a	CDKN2A		c
p21_RS00273502	p21	CDKN1A		c
p21_RS00276016	p21	CDKN1A		c
p21.R.V_GBL1033880	p21	CDKN1A		c
p21.R.V_GBL1113340	p21	CDKN1A		c
p21.R.V_GBL1115018	p21	CDKN1A		c
p21.R.C_GBL.9013880	p21	CDKN1A		c
p21(C)_GBL9007899	p21	CDKN1A		c
p27_RS00269175	p27	CDKN1B		c
p27_RS00275575	p27	CDKN1B		c
p27.R.V_GBL.9012866	p27	CDKN1B		c
p27.R.V_GBL.9013881	p27	CDKN1B		c
p27(Kip1)_GBL9008403	p27	CDKN1B		c
p27(mouse)_GBL9007890	p27	CDKN1B		c
p27.Kip.1.R.V_GBL1033778	p27Kip1	CDKN1B		c
p27.Kip.1.R.V_GBL1113255	p27Kip1	CDKN1B		c
p27.Kip.1.wR.V_GBL1115115	p27Kip1	CDKN1B		c
p27_pT157.R.C_GBL1033772	p27pT157	CDKN1B	T157	i
p27_pT157.R.C_GBL1113249	p27pT157	CDKN1B	T157	i
p27_pT157.R.C_GBL1114926	p27pT157	CDKN1B	T157	i
p27_pT157.R.C_GBL.9012867	p27pT157	CDKN1B	T157	i
p27_pT157.R.C_GBL.9013906	p27pT157	CDKN1B	T157	i
p27_pT198.R.V_GBL1033774	p27pT198	CDKN1B	T198	i
p27_pT198.R.V_GBL1113251	p27pT198	CDKN1B	T198	i
p27_pT198.wR.V_GBL1115112	p27pT198	CDKN1B	T198	i
p27_pT198.R.V_GBL.9013883	p27pT198	CDKN1B	T198	i
p38_RS00273500	p38	MAPK14		c
P38_RS00273710	P38	MAPK14		c
p38_RS00275581	p38	MAPK14		c
p38.R.V_GBL1033807	p38	MAPK14		c
p38.R.V_GBL1113200	p38	MAPK14		c
p38.R.V_GBL1114891	p38	MAPK14		c
p38(V)_GBL9007900	p38	MAPK14		c
p38 MAPK (phospho.Thr180,Tyr182)	p38_pT180	MAPK14	T180|Y182	a
p38.a.M.V_GBL1115051	p38a	MAPK14		c
p38.alpha.M.V_GBL1033908	p38alpha	MAPK14		c
p38.alpha.M.V_GBL1113372	p38alpha	MAPK14		c
p38_MAPK.R.C_GBL9026251	p38MAPK	MAPK14		c
p38_MAPK.R.C_GBL.9012868	p38MAPK	MAPK14		c
p38_MAPK.R.C_GBL.9013884	p38MAPK	MAPK14		c
p38_MAPK.R.C_GBL.9013907	p38MAPK	MAPK14		c
p38_pT180_Y182.R.V_GBL9026252	p38pT180	MAPK14	T180|Y182	a
p38_pT180_RS00273709	p38pT180	MAPK14	T180	a
p38_pT180_RS00275580	p38pT180	MAPK14	T180	a
p38_pT180(V)_GBL9007932	p38pT180	MAPK14	T180	a
p38_pT180_Y182.R.V_GBL1033808	p38pT180Y182	MAPK14	T180|Y182	a
p38_pT180_Y182.R.V_GBL1113201	p38pT180Y182	MAPK14	T180|Y182	a
p38_pT180_Y182.wR.V_GBL1115106	p38pT180Y182	MAPK14	T180|Y182	a
p38_pT180_Y182.R.V_GBL.9012869	p38pT180Y182	MAPK14	T180|Y182	a
p38_pT180_Y182.R.V_GBL.9013885	p38pT180Y182	MAPK14	T180|Y182	a
p38_pT180_Y182.R.V_GBL.9013908	p38pT180Y182	MAPK14	T180|Y182	a
p53	p53	TP53		c
p53.R.V_GBL9026346	p53	TP53		c
p53_RS002735989	p53	TP53		c
p53_RS00275805 (1_5000)	p53	TP53		c
p53_RS00276012	p53	TP53		c
p53.R.C_GBL1033956	p53	TP53		c
p53.R.C_GBL1113202	p53	TP53		c
p53.R.C_GBL1114892	p53	TP53		c
p53.R.V_GBL.9012870	p53	TP53		c
p53.R.V_GBL.9012903	p53	TP53		c
p53.R.V_GBL.9013886	p53	TP53		c
p53(V)_GBL9008550	p53	TP53		c
p70 S6 Kinase	p70S6K	RPS6KB1		c
p70S6K.R.V_GBL9026254	p70S6K	RPS6KB1		c
p70S6k_RS00269156	p70S6k	RPS6KB1		c
p70S6K_RS00275817	p70S6K	RPS6KB1		c
p70S6K.R.V_GBL.9013887	p70S6K	RPS6KB1		c
p70S6K(V)_GBL9008371	p70S6K	RPS6KB1		c
p70 S6 Kinase (phospho.Thr389)	p70S6K_pT389	RPS6KB1	T389	a
p70.S6K1.R.V_GBL1033810	p70S6K1	RPS6KB1		c
p70.S6K1.R.V_GBL1113204	p70S6K1	RPS6KB1		c
p70.S6K1.R.V_GBL1114893	p70S6K1	RPS6KB1		c
p70S6K_pT389.R.V_GBL9026255	p70S6KpT389	RPS6KB1	T389|T412	a
p70.S6K_pT389.R.V_GBL1033811	p70S6KpT389	RPS6KB1	T389	a
p70.S6K_pT389.R.V_GBL1113205	p70S6KpT389	RPS6KB1	T389	a
p70.S6K_pT389.R.V_GBL1114894	p70S6KpT389	RPS6KB1	T389	a
p70S6k_pT389_RS00269155	p70S6kpT389	RPS6KB1	T389	a
p70S6K_pT389_Rs00275816	p70S6KpT389	RPS6KB1	T389	a
p70S6K_pT389.R.V_GBL.9013888	p70S6KpT389	RPS6KB1	T389	a
p70S6K_pT389(V)_GBL9008551	p70S6KpT389	RPS6KB1	T389	a
p85_PI3K_RS00267488	p85PI3K	PIK3R1 		c
p85_PI3K_RS00275456	p85PI3K	PIK3R1 		c
p85_PI3K_RS00275809	p85PI3K	PIK3R1 		c
p90RSK_GBL9008510	p90RSK	RPS6KA1		c
p90RSK_RS00267489	p90RSK	RPS6KA1		c
p90RSK_RS00273764	p90RSK	RPS6KA1		c
p90RSK_RS00275699	p90RSK	RPS6KA1		c
p90RSK_RS00275807	p90RSK	RPS6KA1		c
p90RSK_pT359_S363.R.C_GBL9026256	p90RSKpT359	RPS6KA1	T359|S363	a
p90RSK_pT359_RS00273607	p90RSKpT359	RPS6KA1	T359	a
p90RSK_pT359_RS00275698	p90RSKpT359	RPS6KA1	T359	a
p90RSK_pT359_RS00276598  (1_500)	p90RSKpT359	RPS6KA1	T359	a
p90RSK_pT359(C )_GBL9008401	p90RSKpT359	RPS6KA1	T359	a
p90RSK_pT359(C)_GBL9008392	p90RSKpT359	RPS6KA1	T359	a
p90RSK_pT359_S363.R.C_GBL.9013889	p90RSKpT359S363	RPS6KA1	T359|S363	a
p90RSK_pT573.wR.C_GBL1115241	p90RSKpT573	RPS6KA1	T573	a
PAI.1_RS00273753 (MOUSE)	PAI1	SERPINE1 		c
PAI.1.M.V_GBL1033891	PAI1	SERPINE1 		c
PAI.1.M.V_GBL1113351	PAI1	SERPINE1 		c
PAI.1.M.V_GBL1115034	PAI1	SERPINE1 		c
PAI.1(mouse)_GBL9008581	PAI1	SERPINE1 		c
PAR.R.C_GBL1115002	PAR	PARD3		c
PARP_RS00267493 (Rabbit)	PARP	PARP1		c
PARP_RS00273765 (RABBIT)	PARP	PARP1		c
PARP_RS00275707 (Rabbit)	PARP	PARP1		c
PARP(cleaved)(mouse)(C)_GBL9007889	PARP	PARP1		c
PARP (cleaved.Asp214)	PARP(cleavedAsp214)	PARP1		i
PARP1_RS00273424 (mouse)	PARP1	PARP1		c
PARP1.R.V_GBL1033887	PARP1	PARP1		c
PARP1.R.V_GBL1113347	PARP1	PARP1		c
PARP1.R.V_GBL1115030	PARP1	PARP1		c
PARP_cleaved.M.C_GBL9026317	PARPcl	PARP1		i
PARP_cleaved_RS00276371 (mouse)	PARPcleaved	PARP1		i
PARP_cleaved.M.C_GBL.9012894	PARPcleaved	PARP1		i
PARP.cleaved.M.Q_GBL1115167	PARPcleaved	PARP1		i
PARP.cleaved.M.QC_GBL1033892	PARPcleaved	PARP1		i
PARP.cleaved.M.QC_GBL1113352	PARPcleaved	PARP1		i
PAX2_GBL9008357	PAX2	PAX2		c
PAX2_RS00275803	PAX2	PAX2		c
Paxillin.R.V_GBL9026257	Paxillin	PXN		c
Paxillin.R.C_GBL1033812	Paxillin	PXN		c
Paxillin.R.C_GBL1113206	Paxillin	PXN		c
Paxillin.R.C_GBL1114895	Paxillin	PXN		c
